,eps,surprise,time,symbol,name,marketCap,fiscalQuarterEnding,epsForecast,noOfEsts,industry,dividend_yield_Rate,declare_date,dividend,epsFix,epsForecastFix
0,$2.07,N/A,time-not-supplied,BMO,Bank Of Montreal,"$60,451,345,450",Oct/2023,$2.07,3,,,2023-12-01,,2.07,2.07
1,$0.57,-32.14,time-not-supplied,GCO,Genesco Inc.,"$374,855,152",Oct/2023,$0.84,2,,,2023-12-01,,0.57,0.84
