,lastYearRptDt,lastYearEPS,time,symbol,name,marketCap,fiscalQuarterEnding,epsForecast,noOfEsts,industry,dividend_yield_Rate,declare_date,dividend,epsFix,epsForecastFix
0,12/08/2022,$0.31,time-pre-market,MOMO,Hello Group Inc. ,"$1,247,775,122",Sep/2023,$0.38,1,,,2023-12-08,,0,0.38
1,12/09/2022,$0.95,time-pre-market,JOUT,Johnson Outdoors Inc.,"$563,187,138",Sep/2023,($0.32),1,,,2023-12-08,,0,-0.32
2,N/A,($0.01),time-not-supplied,ONMD,OneMedNet Corp,"$105,501,128",Sep/2023,,1,,,2023-12-08,,0,
3,N/A,$0.14,time-not-supplied,SGMA,"SigmaTron International, Inc.","$22,731,694",Oct/2023,,1,,,2023-12-08,,0,
4,12/02/2022,($0.14),time-not-supplied,NTRB,Nutriband Inc.,"$20,366,190",Oct/2023,,N/A,,,2023-12-08,,0,
