,lastYearRptDt,lastYearEPS,time,symbol,name,marketCap,fiscalQuarterEnding,epsForecast,noOfEsts,industry,dividend_yield_Rate,declare_date,dividend,epsFix,epsForecastFix
0,12/19/2022,$0.70,time-after-hours,HEI,Heico Corporation,"$24,560,059,398",Oct/2023,$0.69,7,,,2023-12-18,,0,0.69
1,N/A,$0.70,time-after-hours,HEI.A,Heico Corporation,"$19,701,387,883",Oct/2023,,7,,,2023-12-18,,0,
2,12/19/2022,($0.01),time-not-supplied,UEC,Uranium Energy Corp.,"$2,542,741,239",Oct/2023,$0,1,,,2023-12-18,,0,0
3,N/A,$0.44,time-not-supplied,EBF,"Ennis, Inc.","$573,124,582",Nov/2023,,7,,,2023-12-18,,0,
4,12/21/2022,$0.05,time-after-hours,QIPT,Quipt Home Medical Corp.,"$195,239,456",Sep/2023,$0.02,3,,,2023-12-18,,0,0.02
5,N/A,$0.21,time-not-supplied,ARKR,Ark Restaurants Corp.,"$56,405,057",Sep/2023,,7,,,2023-12-18,,0,
6,N/A,$0.12,time-not-supplied,OPXS,"Optex Systems Holdings, Inc.",,Sep/2023,,7,,,2023-12-18,,0,
