,eps,surprise,time,symbol,name,marketCap,fiscalQuarterEnding,epsForecast,noOfEsts,industry,dividend_yield_Rate,declare_date,dividend,epsFix,epsForecastFix
0,$0.56,14.29,time-not-supplied,HTHT,H World Group Limited,"$10,874,773,572",Sep/2023,$0.49,1,,,2023-11-24,,0.56,0.49
1,$0.50,N/A,time-after-hours,NTZ,"Natuzzi, S.p.A.","$70,163,059",Sep/2023,,N/A,,,2023-11-24,,0.50,
