,lastYearRptDt,lastYearEPS,time,symbol,name,marketCap,fiscalQuarterEnding,epsForecast,noOfEsts,industry,dividend_yield_Rate,declare_date,dividend,epsFix,epsForecastFix
0,1/05/2023,$2.83,time-pre-market,STZ,Constellation Brands Inc,"$43,324,161,562",Nov/2023,$3.04,10,,,2024-01-05,,0,3.04
1,1/06/2023,$0.05,time-not-supplied,GBX,"Greenbrier Companies, Inc. (The)","$1,230,507,470",Nov/2023,$0.71,3,,,2024-01-05,,0,0.71
2,N/A,$0.22,time-not-supplied,HURC,"Hurco Companies, Inc.","$134,283,227",Oct/2023,,3,,,2024-01-05,,0,
