,exOrEffDate,type,amount,declarationDate,recordDate,paymentDate,currency
0,01/22/2024,Cash,$0.37,12/05/2023,01/23/2024,02/02/2024,USD
1,10/23/2023,Cash,$0.37,09/28/2023,10/24/2023,11/03/2023,USD
2,07/24/2023,Cash,$0.37,06/16/2023,07/25/2023,08/04/2023,USD
3,04/24/2023,Cash,$0.37,03/02/2023,04/25/2023,05/05/2023,USD
4,01/24/2023,Cash,$0.33,12/06/2022,01/25/2023,02/03/2023,USD
5,10/18/2022,Cash,$0.33,09/06/2022,10/19/2022,10/28/2022,USD
6,07/19/2022,Cash,$0.33,06/07/2022,07/20/2022,07/29/2022,USD
7,04/19/2022,Cash,$0.33,02/24/2022,04/20/2022,04/29/2022,USD
8,11/02/2021,Cash/Stock,$59.427229,04/15/2021,10/29/2021,11/01/2021,USD
