,Symbol,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
251,EMP,20231227223655,$22.79,12/28/2023,5.34%,,N/A,1.225,N/A,,
252,IIPR,20231227223656,$103.80,12/28/2023,6.94%,,12/15/2023,7.28,Real Estate,,
253,PK,20231227223657,$17.20,12/28/2023,3.47%,,10/27/2023,3.72,Hotels/Resorts,,
254,PK,20231227223659,$17.20,12/28/2023,3.47%,,11/30/2023,3.72,Hotels/Resorts,,
255,AJXA,20231227223749,$24.86,12/28/2023,7.27%,,N/A,1.8124,Real Estate Investment Trusts,,
256,KREF,20231227223750,$14.04,12/28/2023,12.32%,,12/15/2023,1.72,Real Estate Investment Trusts,,
257,PLYM,20231227223752,$24.45,12/28/2023,3.7%,,12/15/2023,0.9,Real Estate Investment Trusts,,
258,GPMT,20231227223753,$6.31,12/28/2023,12.58%,,12/19/2023,0.8,Real Estate Investment Trusts,,
259,TRTX,20231227223755,$6.98,12/28/2023,13.68%,,12/18/2023,0.96,Real Estate Investment Trusts,,
260,GPJA,20231227223756,$22.90,12/28/2023,5.44%,,N/A,1.25,Electric Utilities: Central,,
261,SFB,20231227223758,$20.86,12/28/2023,6.25%,,N/A,1.3,Investment Bankers/Brokers/Service,,
262,NTR,20231227223759,$57.37,12/28/2023,3.69%,,11/01/2023,2.12,Agricultural Chemicals,,
263,BRSP,20231227223801,$7.92,12/28/2023,10.14%,,12/14/2023,0.8,Real Estate Investment Trusts,,
264,PRT,20231227223802,$4.90,12/28/2023,10.03%,,12/18/2023,0.3636,Oil & Gas Production,,
265,EPRT,20231227223803,$26.03,12/28/2023,4.29%,,12/04/2023,1.14,Real Estate Investment Trusts,,
266,BCSF,20231227223805,$15.55,12/28/2023,10.78%,,11/06/2023,1.68,Finance/Investors Services,,
267,PKST,20231227223806,$20.82,12/28/2023,4.26%,,11/09/2023,0.9,Real Estate Investment Trusts,,
268,MGR,20231227223808,$22.59,12/28/2023,6.47%,,N/A,1.4688,Investment Managers,,
269,ASGI,20231227223809,$17.93,12/28/2023,8.05%,,12/11/2023,1.44,Investment Managers,,
270,MGRB,20231227223811,$18.39,12/28/2023,6.38%,,N/A,1.1875,Investment Managers,,
271,DTB,20231227223812,$20.20,12/28/2023,5.39%,,N/A,1.0938,Electric Utilities: Central,,
272,AIZN,20231227223813,$20.11,12/28/2023,6.49%,,N/A,1.3125,Property-Casualty Insurers,,
273,BNL,20231227223815,$17.48,12/28/2023,6.41%,,10/26/2023,1.14,Real Estate Investment Trusts,,
274,CMSC,20231227223816,$24.72,12/28/2023,5.91%,,N/A,1.4688,Power Generation,,
275,MGRD,20231227223818,$16.52,12/28/2023,6.29%,,N/A,1.05,Investment Managers,,
276,RBCP,20231227223819,$130.81,12/28/2023,3.8%,,12/12/2023,5.0,Metal Fabrications,,
277,CION,20231227223821,$11.50,12/28/2023,11.83%,,8/07/2023,1.36,Finance/Investors Services,,
278,FBRT,20231227223822,$14.43,12/28/2023,9.85%,,12/18/2023,1.42,Real Estate Investment Trusts,,
279,BXSL,20231227223823,$28.40,12/28/2023,10.76%,,11/08/2023,3.08,"Trusts, Except Educational, Religious, and Charitable",,
280,ONL,20231227223825,$5.92,12/28/2023,6.79%,,11/09/2023,0.4,Real Estate Investment Trusts,,
281,CMTG,20231227223826,$14.47,12/28/2023,6.91%,,12/14/2023,1.0,Real Estate Investment Trusts,,
282,MDV,20231227223828,$14.83,12/28/2023,7.79%,,10/17/2023,1.15,Transportation Services,,
283,ESAB,20231227223829,$87.28,12/28/2023,0.27%,,12/06/2023,0.24,Office Equipment/Supplies/Services,,
284,RZC,20231227223831,$26.17,12/28/2023,6.8%,,N/A,1.7812,Life Insurance,,
285,SAFE,20231227223832,$22.82,12/28/2023,3.05%,,12/15/2023,0.708,Real Estate Investment Trusts,,
286,VLTO,20231227223834,$82.13,12/28/2023,N/A,,12/20/2023,0.36,Electrical Products,,
287,ORBT,20231227223835,$4.50,12/28/2023,0.89%,,12/07/2023,0.04,N/A,,
288,TVNB,20231227223837,$55.00,12/28/2023,N/A,,12/07/2023,0.7,N/A,,
289,FMOO,20231227223839,$58.50,12/28/2023,2.05%,,12/14/2023,4.0,N/A,,
290,FMOO,20231227223840,$58.50,12/28/2023,2.05%,,12/14/2023,4.0,N/A,,
291,FSDK,20231227223841,$68.00,12/28/2023,3.41%,,11/16/2023,2.4,N/A,,
292,MBDC,20231227223843,$35.00,12/28/2023,0.43%,,11/27/2023,0.15,N/A,,
293,PTTTS,20231227223844,$7.31,12/28/2023,8.76%,,12/19/2023,0.8882,N/A,,
294,FBTT,20231227223846,$18.00,12/28/2023,4.44%,,11/16/2023,0.84,N/A,,
295,INVUP,20231227223847,$8.00,12/28/2023,N/A,,12/14/2023,0.8125,N/A,,
296,TYFG,20231227223849,$44.00,12/28/2023,1.82%,,12/12/2023,0.8,N/A,,
297,TYFG,20231227223850,$44.00,12/28/2023,1.82%,,12/12/2023,0.8,N/A,,
298,LYBC,20231227223851,$43.00,12/28/2023,N/A,,11/28/2023,1.4,N/A,,
299,UBAB,20231227223853,$41.45,12/28/2023,1.2%,,12/21/2023,0.7,N/A,,
300,FFMR,20231227223854,$80.00,12/28/2023,2.35%,,12/19/2023,1.92,N/A,,
301,CNBB,20231227223856,$35.50,12/28/2023,3.27%,,12/15/2023,1.16,N/A,,
302,CNBB,20231227223857,$35.50,12/28/2023,3.27%,,12/15/2023,1.16,N/A,,
303,ALVOF,20231227223858,$5.15,12/28/2023,11.02%,,12/18/2023,0.56,N/A,,
304,SROYF,20231227223900,$0.897,12/28/2023,5.62%,,12/07/2023,0.05,N/A,,
305,VOXCF,20231227223901,$2.192,12/28/2023,2.01%,,11/08/2023,0.044,N/A,,
306,MHCUF,20231227223952,$16.16,12/28/2023,3.75%,,12/15/2023,0.5904,N/A,,
307,UNTC,20231227223954,$65.50,12/28/2023,14.93%,,12/07/2023,10.0,N/A,,
308,NLCP,20231227223955,$16.50,12/28/2023,9.3%,,12/14/2023,1.6,N/A,,
309,DRREF,20231227223957,$6.9545,12/28/2023,6.02%,,12/18/2023,0.42,N/A,,
310,DPMLF,20231227223958,$6.73,12/28/2023,2.39%,,11/07/2023,0.16,N/A,,
311,BKUT,20231227224000,$499.00,12/28/2023,3.61%,,12/12/2023,18.5,N/A,,
312,SOBS,20231227224001,$27.50,12/28/2023,6.11%,,12/19/2023,1.68,N/A,,
313,SQCF,20231227224003,$11.2475,12/28/2023,8.53%,,11/16/2023,0.96,N/A,,
314,BKUTK,20231227224005,$362.11,12/28/2023,4.93%,,12/12/2023,18.5,N/A,,
315,ASCN,20231227224006,$71.65,12/28/2023,3.07%,,11/28/2023,3.0,N/A,,
316,DWNX,20231227224008,$20.40,12/28/2023,1.88%,,12/20/2023,0.3832,N/A,,
317,EBSH,20231227224009,$18.30,12/28/2023,2.46%,,12/21/2023,0.45,N/A,,
318,FLEW,20231227224011,$47.00,12/28/2023,4.26%,,12/20/2023,2.0,N/A,,
319,HCKG,20231227224012,$17.50,12/28/2023,2.97%,,11/15/2023,0.88,N/A,,
320,PNMXO,20231227224014,$85.00,12/28/2023,5.39%,,12/05/2023,4.58,N/A,,
321,SCBS,20231227224015,$14.50,12/28/2023,2.59%,,12/07/2023,0.3752,N/A,,
322,PONT,20231227224017,$467.00,12/28/2023,2.11%,,12/12/2023,9.4,N/A,,
323,RAFI,20231227224018,$4.85,12/28/2023,6.19%,,12/12/2023,0.3,N/A,,
324,HYPMY,20231227224020,$7.90,12/28/2023,N/A,,N/A,0.3413,N/A,,
325,LGFRY,20231227224021,$15.9005,12/28/2023,14.55%,,N/A,0.7785,N/A,,
326,SRRTF,20231227224023,$9.40,12/28/2023,9.54%,,12/15/2023,0.864,N/A,,
327,BSRTF,20231227224024,$11.95,12/28/2023,4.39%,,12/15/2023,0.5196,N/A,,
328,CDAB,20231227224026,$12.37,12/28/2023,N/A,,12/13/2023,0.59,N/A,,
329,USBOL,20231227224027,$23.00,12/28/2023,4.89%,,12/12/2023,1.125,N/A,,
330,MSSXL,20231227224029,$26.09,12/28/2023,6.23%,,11/15/2023,1.625,N/A,,
331,AGCGV,20231227224031,$23.50,12/28/2023,8.24%,,12/13/2023,2.6049,N/A,,
332,HBANL,20231227224032,$24.93,12/28/2023,6.9%,,10/20/2023,2.464,Major Banks,,
333,APTL,20231227224034,$64.50,12/28/2023,3.41%,,5/24/2023,2.2,N/A,,
334,MAAL,20231227224035,$2.04,12/28/2023,9.8%,,12/18/2023,0.2,N/A,,
335,ENGGY,20231227224037,$9.15,12/28/2023,9.08%,,N/A,0.5429,N/A,,
336,ELEZY,20231227224038,$10.735,12/28/2023,11.93%,,N/A,0.386,N/A,,
337,ANDE,20231227224040,$58.01,12/29/2023,1.28%,,12/14/2023,0.74,Farming/Seeds/Milling,,
338,BNH,20231227224041,$17.545,12/29/2023,6.64%,,12/27/2023,1.1562,Building operators,,
339,CWCO,20231227224043,$36.40,12/29/2023,1.04%,,11/15/2023,0.38,Water Supply,,
340,CMCT,20231227224044,$3.97,12/29/2023,8.56%,,12/20/2023,0.34,Real Estate Investment Trusts,,
341,EHC,20231227224046,$67.46,12/29/2023,0.89%,,10/19/2023,0.6,Hospital/Nursing Management,,
342,FPI,20231227224047,$13.00,12/29/2023,1.85%,,10/25/2023,0.24,Real Estate Investment Trusts,,
343,THFF,20231227224049,$44.56,12/29/2023,2.42%,,11/21/2023,1.08,Major Banks,,
344,FLIC,20231227224050,$13.77,12/29/2023,6.1%,,12/14/2023,0.84,Major Banks,,
345,FULT,20231227224052,$16.97,12/29/2023,3.77%,,12/19/2023,0.64,Major Banks,,
346,GSBC,20231227224053,$61.45,12/29/2023,2.6%,,12/20/2023,1.6,Major Banks,,
347,HIFS,20231227224055,$203.08,12/29/2023,1.24%,,11/20/2023,2.52,Major Banks,,
348,HURC,20231227224056,$21.60,12/29/2023,2.96%,,11/10/2023,0.64,Industrial Machinery/Components,,
349,ISTR,20231227224058,$15.10,12/29/2023,2.65%,,12/20/2023,0.4,Major Banks,,
350,KIM^L,20231227224059,$23.71,12/29/2023,5.37%,,10/26/2023,1.2812,N/A,,
351,KIM^M,20231227224101,$23.85,12/29/2023,5.48%,,10/26/2023,1.3125,N/A,,
352,LBRDP,20231227224102,$22.58,12/29/2023,7.75%,,12/27/2023,1.75,Cable & Other Pay Television Services,,
353,LMNR,20231227224104,$20.76,12/29/2023,1.45%,,12/19/2023,0.3,Farming/Seeds/Milling,,
354,MU,20231227224105,$87.06,12/29/2023,0.53%,,12/20/2023,0.46,Semiconductors,,
355,PEGA,20231227224107,$50.11,12/29/2023,0.24%,,12/15/2023,0.12,EDP Services,,
356,RSG,20231227224109,$163.07,12/29/2023,1.31%,,10/25/2023,176.3189,Environmental Services,,
357,SFE,20231227224159,$1.025,12/29/2023,N/A,,12/07/2023,0.0,Finance/Investors Services,,
358,WASH,20231227224201,$33.64,12/29/2023,6.66%,,12/21/2023,2.24,Major Banks,,
359,WERN,20231227224202,$43.02,12/29/2023,1.3%,,11/06/2023,0.56,Trucking Freight/Courier Services,,
360,WWW,20231227224204,$9.42,12/29/2023,4.36%,,11/01/2023,0.4,Shoe Manufacturing,,
361,APD,20231227224205,$274.87,12/29/2023,2.54%,,11/15/2023,7.0,Major Chemicals,,
362,SFE,20231227224206,$1.025,12/29/2023,N/A,,12/07/2023,0.0,Finance/Investors Services,,
363,WWW,20231227224208,$9.42,12/29/2023,4.36%,,11/01/2023,0.4,Shoe Manufacturing,,
364,STT,20231227224209,$77.72,12/29/2023,3.54%,,12/14/2023,2.76,Major Banks,,
365,RJF,20231227224211,$112.61,12/29/2023,1.48%,,11/30/2023,1.8,Investment Bankers/Brokers/Service,,
366,CAH,20231227224212,$101.14,12/29/2023,1.98%,,11/14/2023,2.0024,Other Pharmaceuticals,,
367,EQR,20231227224214,$61.41,12/29/2023,4.28%,,12/14/2023,2.65,Real Estate Investment Trusts,,
368,ESS,20231227224215,$247.12,12/29/2023,3.71%,,12/08/2023,9.24,Real Estate Investment Trusts,,
369,O,20231227224217,$57.70,12/29/2023,5.3%,,12/12/2023,3.078,Real Estate Investment Trusts,,
370,CHH,20231227224218,$113.26,12/29/2023,1.02%,,12/07/2023,1.15,Hotels/Resorts,,
371,INGR,20231227224220,$109.19,12/29/2023,2.87%,,12/12/2023,3.12,Packaged Foods,,
372,PWR,20231227224222,$214.66,12/29/2023,0.15%,,12/06/2023,0.36,Engineering & Construction,,
373,RSG,20231227224223,$163.07,12/29/2023,1.31%,,10/25/2023,2.14,Environmental Services,,
374,VTR,20231227224225,$50.48,12/29/2023,3.55%,,12/05/2023,1.8,Real Estate Investment Trusts,,
375,A,20231227224226,$139.81,12/29/2023,0.64%,,11/15/2023,0.944,Biotechnology: Laboratory Analytical Instruments,,
376,ITUB,20231227224228,$6.99,12/29/2023,8.6%,,12/14/2023,0.0427,Major Banks,,
377,CUBE,20231227224229,$46.74,12/29/2023,4.17%,,12/07/2023,2.04,Real Estate Investment Trusts,,
378,FPI,20231227224231,$13.00,12/29/2023,1.85%,,10/25/2023,0.24,Real Estate Investment Trusts,,
379,EHC,20231227224232,$67.46,12/29/2023,0.89%,,10/19/2023,0.6,Hospital/Nursing Management,,
380,SFBS,20231227224234,$69.23,12/29/2023,1.61%,,12/19/2023,1.2,Major Banks,,
381,TSQ,20231227224235,$10.84,12/29/2023,6.89%,,11/09/2023,0.75,Broadcasting,,
382,CEPU,20231227224237,$9.21,12/29/2023,2.77%,,12/21/2023,0.2895,Electric Utilities: Central,,
383,BNH,20231227224238,$17.545,12/29/2023,6.64%,,N/A,1.1564,Building operators,,
384,FRT,20231227224240,$104.61,12/29/2023,4.16%,,11/02/2023,4.36,Real Estate Investment Trusts,,
385,HCBN,20231227224241,$25.99,12/29/2023,3.23%,,12/20/2023,0.84,N/A,,
386,HCBN,20231227224242,$25.99,12/29/2023,3.23%,,12/20/2023,0.84,N/A,,
387,CZBT,20231227224244,$27.80,12/29/2023,3.76%,,12/20/2023,1.08,N/A,,
388,ORBN,20231227224245,$21.35,12/29/2023,4.87%,,12/13/2023,1.04,N/A,,
389,FFMH,20231227224247,$24.90,12/29/2023,3.86%,,12/19/2023,0.96,N/A,,
390,DENI,20231227224248,$18.00,12/29/2023,4.17%,,12/22/2023,0.8,N/A,,
391,BKNIY,20231227224250,$6.28,12/29/2023,6.71%,,N/A,0.5064,N/A,,
392,DMFG,20231227224251,$40.00,12/29/2023,8.5%,,12/12/2023,4.0,N/A,,
393,MXCHY,20231227224253,$4.19,12/29/2023,5.81%,,N/A,0.0117,N/A,,
394,BKRKY,20231227224254,$18.47,12/29/2023,3%,,N/A,0.1906,N/A,,
395,CIOXY,20231227224256,$0.99,12/29/2023,1.92%,,N/A,0.027,N/A,,
396,SLCJY,20231227224257,$8.62,12/29/2023,12.96%,,N/A,0.4801,N/A,,
397,RADLY,20231227224259,$6.70,12/29/2023,N/A,,N/A,0.0476,N/A,,
398,PETRY,20231227224300,$9.08,12/29/2023,N/A,,N/A,0.3878,N/A,,
399,DIMC,20231227224302,$33.50,12/29/2023,4.47%,,12/21/2023,1.6,N/A,,
400,LZRFY,20231227224303,$13.20,12/29/2023,N/A,,N/A,0.1174,N/A,,
401,BRX,20231227224305,$23.57,1/02/2024,4.42%,,10/30/2023,1.09,Real Estate Investment Trusts,,
402,CMCSA,20231227224307,$43.93,1/02/2024,2.64%,,10/03/2023,1.16,Cable & Other Pay Television Services,,
403,FPL,20231227224308,$6.85,1/02/2024,6.54%,,10/23/2023,0.45,"Trusts, Except Educational, Religious, and Charitable",,
404,NECB,20231227224310,$17.74,1/02/2024,1.35%,,12/21/2023,0.24,Savings Institutions,,
405,OPRA,20231227224311,$13.31,1/02/2024,6.01%,,12/12/2023,0.8,Computer Software: Prepackaged Software,,
406,PKBK,20231227224313,$20.45,1/02/2024,3.52%,,12/19/2023,0.72,Major Banks,,
407,UBFO,20231227224314,$8.65,1/02/2024,5.55%,,12/18/2023,0.48,Major Banks,,
408,XOMAP,20231227224405,$25.31,1/02/2024,8.52%,,10/18/2023,2.15624,Biotechnology: Pharmaceutical Preparations,,
409,XOMAO,20231227224406,$25.24,1/02/2024,8.3%,,10/18/2023,2.09376,Biotechnology: Pharmaceutical Preparations,,
410,NYT,20231227224407,$46.11,1/02/2024,0.93%,,12/14/2023,0.44,Newspapers/Magazines,,
411,PKE,20231227224409,$14.89,1/02/2024,3.35%,,12/11/2023,0.5,Military/Government/Technical,,
412,GPS,20231227224410,$21.44,1/02/2024,2.82%,,11/07/2023,0.6,Clothing/Shoe/Accessory Stores,,
413,BEN,20231227224412,$30.08,1/02/2024,3.98%,,12/12/2023,1.24,Investment Managers,,
414,FCT,20231227224413,$9.90,1/02/2024,11.83%,,12/20/2023,1.164,Finance Companies,,
415,KYN,20231227224415,$8.78,1/02/2024,9.58%,,12/19/2023,0.88,Finance/Investors Services,,
416,FAM,20231227224416,$6.29,1/02/2024,11.48%,,12/20/2023,0.72,Finance/Investors Services,,
417,FSD,20231227224418,$11.65,1/02/2024,10.74%,,12/20/2023,1.26,Investment Managers,,
418,FIF,20231227224419,$16.45,1/02/2024,7.3%,,12/20/2023,1.2,Finance/Investors Services,,
419,FEI,20231227224421,$8.65,1/02/2024,6.93%,,10/23/2023,0.6,Finance/Investors Services,,
420,DOC,20231227224422,$13.42,1/02/2024,6.82%,,12/21/2023,0.92,Real Estate Investment Trusts,,
421,BRX,20231227224423,$23.57,1/02/2024,4.42%,,10/30/2023,1.09,Real Estate Investment Trusts,,
422,FPL,20231227224425,$6.85,1/02/2024,6.54%,,10/23/2023,0.45,"Trusts, Except Educational, Religious, and Charitable",,
423,FTHY,20231227224427,$14.07,1/02/2024,11.17%,,12/20/2023,1.56,Investment Managers,,
424,BKSC,20231227224428,$13.90,1/02/2024,4.79%,,12/21/2023,0.68,N/A,,
425,CDZIP,20231227224430,$15.55,1/03/2024,14.15%,,12/20/2023,2.2,Water Supply,,
426,CSCO,20231227224431,$50.28,1/03/2024,3.1%,,11/15/2023,1.56,Computer Communications Equipment,,
427,SSD,20231227224433,$199.32,1/03/2024,0.54%,,10/23/2023,1.08,Industrial Machinery/Components,,
428,VLGEA,20231227224434,$25.76,1/03/2024,3.88%,,12/15/2023,1.0,Food Chains,,
429,ABM,20231227224436,$45.55,1/03/2024,1.94%,,12/13/2023,0.9,Diversified Commercial Services,,
430,EBF,20231227224437,$22.19,1/03/2024,4.53%,,12/13/2023,1.0,Office Equipment/Supplies/Services,,
431,HEI,20231227224438,$180.12,1/03/2024,0.11%,,12/18/2023,0.2,Aerospace,,
432,BDN,20231227224440,$5.41,1/03/2024,11.07%,,12/05/2023,0.6,Real Estate Investment Trusts,,
433,ESE,20231227224441,$117.63,1/03/2024,0.27%,,11/16/2023,0.32,Telecommunications Equipment,,
434,WNC,20231227224443,$25.61,1/03/2024,1.24%,,11/30/2023,0.32,Construction/Ag Equipment/Trucks,,
435,KAI,20231227224444,$284.18,1/03/2024,0.41%,,11/16/2023,1.16,Industrial Machinery/Components,,
436,SSD,20231227224446,$199.32,1/03/2024,0.54%,,10/23/2023,1.08,Industrial Machinery/Components,,
437,HLIO,20231227224447,$44.83,1/03/2024,0.8%,,12/12/2023,0.36,Metal Fabrications,,
438,SCS,20231227224449,$13.82,1/03/2024,2.92%,,12/19/2023,0.4,Office Equipment/Supplies/Services,,
439,HEI.A,20231227224451,N/A,1/03/2024,0.14%,,12/18/2023,0.2,N/A,,
440,BBD,20231227224452,$3.53,1/03/2024,5.71%,,12/15/2023,0.2027,Major Banks,,
441,ACM,20231227224454,$92.24,1/03/2024,0.78%,,11/13/2023,0.88,Military/Government/Technical,,
442,CPB,20231227224455,$42.98,1/03/2024,3.45%,,11/29/2023,1.48,Packaged Foods,,
443,CUZ,20231227224457,$24.49,1/03/2024,5.21%,,12/19/2023,1.28,Real Estate Investment Trusts,,
444,WSR,20231227224459,$12.37,1/03/2024,3.87%,,12/05/2023,0.48,Real Estate Investment Trusts,,
445,BBDO,20231227224500,$3.13,1/03/2024,5.9%,,12/15/2023,0.1842,Major Banks,,
446,SLVM,20231227224501,$50.51,1/03/2024,N/A,,12/15/2023,1.2,Paper,,
447,TSE,20231227224504,$8.66,1/03/2024,0.46%,,11/16/2023,0.04,Major Chemicals,,
448,EXPGF,20231227224505,$40.05,1/03/2024,1.89%,,N/A,0.36,N/A,,
449,RDEIY,20231227224506,$8.30,1/03/2024,6.76%,,N/A,0.4888,N/A,,
450,EKIVY,20231227224508,$4.79,1/03/2024,N/A,,N/A,0.1028,N/A,,
451,CHX,20231227224510,$30.70,1/04/2024,1.11%,,12/27/2023,0.34,Industrial Machinery/Components,,
452,CVBF,20231227224512,$20.81,1/04/2024,3.84%,,12/20/2023,0.8,Major Banks,,
453,WIRE,20231227224513,$215.00,1/04/2024,0.04%,,11/09/2023,0.08,Metal Fabrications,,
454,ESCA,20231227224515,$21.64,1/04/2024,2.77%,,10/25/2023,0.6,Recreational Games/Products/Toys,,
455,GNTX,20231227224516,$32.79,1/04/2024,1.46%,,11/27/2023,0.48,Auto Parts:O.E.M.,,
456,HBNC,20231227224517,$14.65,1/04/2024,4.37%,,12/19/2023,0.64,Major Banks,,
457,KDP,20231227224519,$33.05,1/04/2024,2.6%,,12/07/2023,0.86,Beverages (Production/Distribution),,
458,KRG,20231227224520,$23.11,1/04/2024,4.17%,,10/27/2023,1.0,Real Estate Investment Trusts,,
459,MAIN,20231227224611,$43.12,1/04/2024,N/A,,10/31/2023,2.82,Finance/Investors Services,,
460,MRVL,20231227224612,$61.15,1/04/2024,0.39%,,12/07/2023,0.24,Semiconductors,,
461,MORN,20231227224614,$287.63,1/04/2024,0.52%,,12/01/2023,1.5,Investment Managers,,
462,NTAP,20231227224615,$89.38,1/04/2024,2.24%,,11/28/2023,2.0,Electronic Components,,
463,PLPC,20231227224616,$134.53,1/04/2024,0.59%,,12/13/2023,0.8,"Water, Sewer, Pipeline, Comm & Power Line Construction",,
464,RGLD,20231227224618,$123.35,1/04/2024,1.22%,,11/14/2023,1.5,Precious Metals,,
465,ACU,20231227224619,$43.44,1/04/2024,1.25%,,12/13/2023,0.6,Industrial Machinery/Components,,
466,BMY,20231227224621,$51.45,1/04/2024,4.45%,,12/06/2023,2.4,Biotechnology: Pharmaceutical Preparations,,
467,JPM,20231227224622,$168.39,1/04/2024,2.48%,,12/12/2023,4.2,Major Banks,,
468,SYY,20231227224624,$73.33,1/04/2024,2.74%,,11/16/2023,2.0,Food Distributors,,
469,AXP,20231227224625,$185.96,1/04/2024,1.28%,,12/07/2023,2.4,Finance: Consumer Services,,
470,GL,20231227224626,$121.57,1/04/2024,0.74%,,11/14/2023,0.9,Life Insurance,,
471,AEO,20231227224628,$21.19,1/04/2024,1.88%,,12/13/2023,0.5,Clothing/Shoe/Accessory Stores,,
472,MAIN,20231227224629,$43.12,1/04/2024,N/A,,10/31/2023,2.88,Finance/Investors Services,,
473,KRG,20231227224631,$23.11,1/04/2024,4.17%,,10/27/2023,1.0,Real Estate Investment Trusts,,
474,BMBN,20231227224632,$23.00,1/04/2024,3.48%,,12/22/2023,0.8,N/A,,
475,SOMC,20231227224634,$15.898,1/04/2024,3.52%,,12/19/2023,0.56,N/A,,
476,TSBA,20231227224635,$7.76,1/04/2024,4%,,12/13/2023,0.32,N/A,,
477,HAWEN,20231227224637,$12.00,1/04/2024,7.08%,,12/22/2023,0.85,N/A,,
478,HAWLL,20231227224638,$11.40,1/04/2024,8.13%,,12/22/2023,0.93,N/A,,
479,HAWEM,20231227224640,$12.00,1/04/2024,8.33%,,12/22/2023,1.0,N/A,,
480,HAWLI,20231227224641,$12.50,1/04/2024,8.09%,,12/22/2023,0.95,N/A,,
481,HAWLN,20231227224643,$12.00,1/04/2024,8.33%,,12/22/2023,1.0,N/A,,
482,HAWLM,20231227224644,$13.00,1/04/2024,8.08%,,12/22/2023,1.05,N/A,,
483,HAWEL,20231227224646,$14.00,1/04/2024,6.68%,,12/22/2023,1.0,N/A,,
484,BRRAY,20231227224647,$4.02,1/04/2024,3.11%,,N/A,0.1964,N/A,,
485,QNTQY,20231227224649,$16.20,1/04/2024,2.83%,,N/A,0.2281,N/A,,
486,ATDRY,20231227224650,$2.27,1/04/2024,1.24%,,N/A,0.0157,N/A,,
487,FHNGY,20231227224652,$5.605,1/04/2024,N/A,,N/A,0.1588,N/A,,
488,DRMTY,20231227224653,$2.28,1/04/2024,N/A,,N/A,0.1618,N/A,,
489,BLMC,20231227224655,$4.15,1/04/2024,2.41%,,12/19/2023,0.125,N/A,,
490,GCHOY,20231227224656,$11.69,1/04/2024,N/A,,N/A,0.2586,N/A,,
491,NRGIY,20231227224658,$16.75,1/04/2024,N/A,,N/A,0.5026,N/A,,
492,BOLSY,20231227224659,$9.1025,1/04/2024,N/A,,N/A,0.1505,N/A,,
493,BOLSY,20231227224700,$9.1025,1/04/2024,N/A,,N/A,0.1505,N/A,,
494,EXPGY,20231227224702,$40.83,1/04/2024,1.71%,,N/A,0.335,N/A,,
495,ERIE,20231227224704,$330.92,1/05/2024,1.44%,,12/05/2023,4.76,Specialty Insurers,,
496,FATBP,20231227224705,$14.92,1/05/2024,13.82%,,11/28/2023,2.0625,Restaurants,,
497,FNLC,20231227224707,$28.73,1/05/2024,4.87%,,12/21/2023,1.4,Major Banks,,
498,PFBC,20231227224708,$76.24,1/05/2024,2.89%,,12/13/2023,2.2,Major Banks,,
499,SCVL,20231227224709,$30.49,1/05/2024,1.57%,,12/14/2023,0.48,Clothing/Shoe/Accessory Stores,,
500,GROW,20231227224711,$2.86,1/05/2024,3.15%,,12/08/2023,0.09,Investment Managers,,
501,WSBF,20231227224712,$14.36,1/05/2024,4.18%,,12/21/2023,0.6,Savings Institutions,,
502,OGE,20231227224714,$34.98,1/05/2024,4.81%,,12/06/2023,1.6728,Electric Utilities: Central,,
503,UVV,20231227224715,$66.39,1/05/2024,4.78%,,11/02/2023,3.2,Farming/Seeds/Milling,,
504,OC,20231227224717,$148.26,1/05/2024,1.4%,,12/07/2023,2.4,Industrial Machinery/Components,,
505,AMNF,20231227224718,$4.78,1/05/2024,2.77%,,12/21/2023,0.132,N/A,,
506,ROP,20231227224720,$543.55,1/08/2024,0.5%,,11/09/2023,2.73,Industrial Machinery/Components,,
507,MSM,20231227224721,$102.78,1/08/2024,3.25%,,12/15/2023,3.32,Industrial Machinery/Components,,
508,MA,20231227224723,$423.67,1/08/2024,0.54%,,12/05/2023,2.64,Business Services,,
509,DG,20231227224724,$133.06,1/08/2024,1.76%,,12/06/2023,2.36,Department/Specialty Retail Stores,,
510,BRRLY,20231227224815,$15.43,1/08/2024,0.94%,,N/A,0.1581,N/A,,
511,DBRG^H,20231227224816,$22.95,1/09/2024,7.71%,,10/27/2023,1.7812,N/A,,
512,DBRG^J,20231227224818,$22.62,1/09/2024,7.81%,,10/27/2023,1.7812,N/A,,
513,DBRG^I,20231227224819,$22.64,1/09/2024,7.75%,,10/27/2023,1.7875,N/A,,
514,IDCC,20231227224820,$111.33,1/09/2024,1.44%,,11/30/2023,1.6,Multi-Sector Companies,,
515,INTU,20231227224822,$624.85,1/09/2024,0.58%,,11/16/2023,3.6,Computer Software: Prepackaged Software,,
516,GIS,20231227224823,$64.70,1/09/2024,3.65%,,11/14/2023,2.36,Packaged Foods,,
517,LNC,20231227224825,$27.30,1/09/2024,6.62%,,11/09/2023,1.8,Life Insurance,,
518,UDR,20231227224826,$37.97,1/09/2024,4.38%,,12/14/2023,1.68,Real Estate Investment Trusts,,
519,VZ,20231227224827,$37.48,1/09/2024,7.13%,,12/07/2023,2.66,Telecommunications Equipment,,
