,exOrEffDate,type,amount,declarationDate,recordDate,paymentDate,currency
75,08/27/2004,Cash,$0.07,08/16/2004,08/31/2004,09/21/2004,USD
76,05/26/2004,Cash,$0.07,04/19/2004,05/31/2004,06/18/2004,USD
77,02/25/2004,Cash,$0.06,02/02/2004,02/27/2004,03/19/2004,USD
78,11/25/2003,Cash,$0.06,11/13/2003,11/28/2003,12/19/2003,USD
79,08/27/2003,Cash,$0.06,08/12/2003,08/29/2003,09/19/2003,USD
80,05/28/2003,Cash,$0.06,05/01/2003,05/30/2003,06/20/2003,USD
81,02/26/2003,Cash,$0.05,02/18/2003,02/28/2003,03/21/2003,USD
82,11/26/2002,Cash,$0.05,11/18/2002,11/29/2002,12/20/2002,USD
83,08/28/2002,Cash,$0.05,08/15/2002,08/30/2002,09/20/2002,USD
84,05/29/2002,Cash,$0.05,05/15/2002,05/31/2002,06/21/2002,USD
85,02/26/2002,Cash,$0.04,02/15/2002,02/28/2002,03/21/2002,USD
86,11/28/2001,Cash,$0.04,11/16/2001,11/30/2001,12/21/2001,USD
87,08/29/2001,Cash,$0.04,08/15/2001,08/31/2001,09/21/2001,USD
88,05/29/2001,Cash,$0.04,04/27/2001,05/31/2001,06/21/2001,USD
89,02/26/2001,Cash,$0.03,02/15/2001,02/28/2001,03/21/2001,USD
90,11/28/2000,Cash,$0.03,11/16/2000,11/30/2000,12/21/2000,USD
91,08/29/2000,Cash,$0.03,08/17/2000,08/31/2000,09/21/2000,USD
92,05/26/2000,Cash,$0.03,05/15/2000,05/31/2000,06/21/2000,USD
93,02/25/2000,Cash,$0.03,01/13/2000,02/29/2000,03/21/2000,USD
94,11/26/1999,Cash,$0.05,11/16/1999,11/30/1999,12/21/1999,USD
95,08/27/1999,Cash,$0.05,06/15/1999,08/31/1999,09/20/1999,USD
96,05/26/1999,Cash,$0.05,03/15/1999,05/31/1999,06/21/1999,USD
97,02/24/1999,Cash,$0.05,01/08/1999,02/26/1999,03/22/1999,USD
