,Symbol,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
511,HIE,20240107234023,$10.60,1/23/2024,5.77%,,1/02/2024,0.612,"Trusts, Except Educational, Religious, and Charitable",,
512,HFRO,20240107234024,$6.70,1/23/2024,13.75%,,1/04/2024,0.462,Finance/Investors Services,,
513,HGLB,20240107234026,$7.53,1/23/2024,13.44%,,1/02/2024,0.972,"Trusts, Except Educational, Religious, and Charitable",,
514,TEAF,20240107234027,$11.81,1/23/2024,9.19%,,11/09/2023,1.08,"Trusts, Except Educational, Religious, and Charitable",,
515,WDI,20240107234029,$14.22,1/23/2024,12.05%,,11/14/2023,1.716,"Trusts, Except Educational, Religious, and Charitable",,
516,GLNV,20240107234030,$90.00,1/23/2024,N/A,,1/02/2024,2.0,N/A,,
517,VSEC,20240107234034,$60.63,1/24/2024,0.66%,,1/08/2024,0.4,Military/Government/Technical,,
518,GBX,20240107234035,$44.34,1/24/2024,2.58%,,1/05/2024,1.2,Railroads,,
519,ANIOY,20240107234037,$5.55,1/24/2024,8.36%,,N/A,0.4875,N/A,,
520,COKE,20240107234038,$916.00,1/25/2024,0.22%,,12/05/2023,2.0,Beverages (Production/Distribution),,
521,PFE,20240107234040,$29.09,1/25/2024,5.56%,,12/14/2023,1.68,Biotechnology: Pharmaceutical Preparations,,
522,SIG,20240107234041,$98.74,1/25/2024,0.93%,,12/05/2023,0.92,Consumer Specialties,,
523,MONDY,20240107234043,$39.14,1/25/2024,2.41%,,N/A,6.9093,N/A,,
524,PEGRY,20240107234044,$19.39,1/25/2024,7.33%,,N/A,0.6279,N/A,,
525,PSEC,20240107234046,$6.14,1/26/2024,11.73%,,11/07/2023,0.72,Finance: Consumer Services,,
526,SLP,20240107234047,$41.02,1/26/2024,0.59%,,1/03/2024,0.24,EDP Services,,
527,SOJD,20240107234049,$22.50,1/26/2024,5.46%,,N/A,1.2375,Power Generation,,
528,FNEVY,20240107234050,$3.74,1/26/2024,2.66%,,N/A,0.2592,N/A,,
529,CAG,20240107234052,$28.72,1/29/2024,4.96%,,12/14/2023,1.4,Packaged Foods,,
530,PBSV,20240107234053,$1.00,1/29/2024,N/A,,12/21/2023,0.0,N/A,,
531,BMYMP,20240107234055,$900.00,1/29/2024,0.22%,,12/06/2023,2.0,N/A,,
532,CALM,20240107234059,$56.30,1/30/2024,5.36%,,11/27/2007,3.02,Farming/Seeds/Milling,,
533,LXP^C,20240107234100,$46.7864,1/30/2024,6.97%,,10/31/2023,3.25,N/A,,
534,SQFTP,20240107234101,$15.9998,1/30/2024,14.65%,,12/18/2023,2.34372,Real Estate Investment Trusts,,
535,SCHL,20240107234103,$37.08,1/30/2024,2.16%,,12/13/2023,0.8,Books,,
536,VRTS,20240107234104,$238.02,1/30/2024,3.19%,,12/06/2023,7.6,Investment Managers,,
537,WST,20240107234105,$340.32,1/30/2024,0.24%,,12/06/2023,0.8,Medical/Dental Instruments,,
538,DNP,20240107234107,$8.74,1/30/2024,8.82%,,12/14/2023,0.78,Investment Managers,,
539,ARC,20240107234108,$3.12,1/30/2024,6.51%,,12/06/2023,0.2,Professional Services,,
540,TVE,20240107234110,$22.42,1/30/2024,2.48%,,N/A,0.554,Electric Utilities: Central,,
541,MDV,20240107234111,$14.98,1/30/2024,7.69%,,12/14/2023,1.15,Transportation Services,,
542,ATLO,20240107234113,$20.56,1/31/2024,5.25%,,11/08/2023,1.08,Major Banks,,
543,OZKAP,20240107234114,$17.03,1/31/2024,6.79%,,1/02/2024,1.15624,Major Banks,,
544,CASY,20240107234115,$278.90,1/31/2024,0.62%,,12/07/2023,1.72,Retail-Auto Dealers and Gas Stations,,
545,DGICA,20240107234117,$14.00,1/31/2024,4.86%,,12/21/2023,0.68,Property-Casualty Insurers,,
546,DGICB,20240107234118,$15.24,1/31/2024,4%,,12/21/2023,0.61,Property-Casualty Insurers,,
547,HAS,20240107234120,$48.36,1/31/2024,5.79%,,12/14/2023,2.8,Recreational Games/Products/Toys,,
548,LCUT,20240107234121,$6.48,1/31/2024,2.62%,,11/07/2023,0.17,Industrial Machinery/Components,,
549,CGABL,20240107234122,$20.13,1/31/2024,5.74%,,1/07/2024,1.15625,Investment Managers,,
550,PNW,20240107234124,$74.32,1/31/2024,4.74%,,12/13/2023,3.52,Electric Utilities: Central,,
551,AES,20240107234125,$18.87,1/31/2024,3.53%,,12/08/2023,0.69,Electric Utilities: Central,,
552,PRS,20240107234127,$24.6832,1/31/2024,5.68%,,N/A,1.4062,Life Insurance,,
553,NRUC,20240107234128,$25.01,1/31/2024,5.5%,,N/A,1.375,Diversified Financial Services,,
554,AMSWA,20240107234130,$10.98,2/01/2024,4.01%,,11/20/2023,0.44,Computer Software: Prepackaged Software,,
555,PNM,20240107234131,$39.09,2/01/2024,3.75%,,12/05/2023,1.55,Electric Utilities: Central,,
556,WSR,20240107234133,$11.82,2/01/2024,4.11%,,12/05/2023,0.48,Real Estate Investment Trusts,,
557,LW,20240107234135,$105.26,2/01/2024,1.06%,,12/14/2023,1.44,Packaged Foods,,
558,ONBPP,20240107234136,$24.56,2/02/2024,7.13%,,11/15/2023,1.75,Major Banks,,
559,ONBPO,20240107234138,$24.55,2/02/2024,7.13%,,11/15/2023,1.75,Major Banks,,
560,RDUS,20240107234139,$27.23,2/02/2024,2.75%,,1/02/2024,0.75,Industrial Specialties,,
561,TLSNY,20240107234230,$5.19,2/02/2024,3.45%,,N/A,0.195,N/A,,
562,TBVPY,20240107234232,$39.41,2/05/2024,1.77%,,N/A,2.2083,N/A,,
563,FE,20240107234233,$37.79,2/06/2024,4.3%,,12/20/2023,1.64,Electric Utilities: Central,,
564,RA,20240107234235,$13.16,2/06/2024,10.79%,,12/29/2023,1.416,Investment Managers,,
565,MAIN,20240107234236,$43.76,2/07/2024,6.59%,,11/01/2023,2.82,Finance/Investors Services,,
566,MAIN,20240107234237,$43.76,2/07/2024,6.59%,,11/01/2023,2.88,Finance/Investors Services,,
567,AWK,20240107234239,$131.76,2/07/2024,2.15%,,12/06/2023,2.83,Water Supply,,
568,DALN,20240107234243,$4.33,2/08/2024,14.78%,,12/07/2023,0.64,Newspapers/Magazines,,
569,SBUX,20240107234244,$93.55,2/08/2024,2.44%,,11/13/2023,2.28,Restaurants,,
570,WTRG,20240107234245,$37.26,2/08/2024,3.26%,,12/12/2023,1.2284,Water Supply,,
571,ECC,20240107234247,$9.71,2/08/2024,N/A,,11/08/2023,1.68,"Trusts, Except Educational, Religious, and Charitable",,
572,ECC,20240107234248,$9.71,2/08/2024,N/A,,11/08/2023,1.68,"Trusts, Except Educational, Religious, and Charitable",,
573,EIC,20240107234250,$14.64,2/08/2024,14.64%,,11/08/2023,2.4,Finance/Investors Services,,
574,ECCC,20240107234251,$21.6814,2/08/2024,7.43%,,11/08/2023,1.625,"Trusts, Except Educational, Religious, and Charitable",,
575,EICA,20240107234253,$23.0332,2/08/2024,5.41%,,11/08/2023,1.25,Finance/Investors Services,,
576,GROW,20240107234254,$2.8625,2/09/2024,3.14%,,12/08/2023,0.09,Investment Managers,,
577,ZTR,20240107234256,$5.54,2/09/2024,10.81%,,11/16/2023,0.6,Investment Managers,,
578,NCV,20240107234257,$3.36,2/09/2024,12.18%,,11/16/2023,0.408,Finance Companies,,
579,NCZ,20240107234259,$2.97,2/09/2024,12.16%,,11/16/2023,0.36,Finance Companies,,
580,EDF,20240107234300,$4.39,2/09/2024,16.29%,,11/16/2023,0.72,Investment Managers,,
581,VGI,20240107234302,$7.85,2/09/2024,12.28%,,11/16/2023,0.96,Investment Managers,,
582,ACV,20240107234303,$21.32,2/09/2024,10.22%,,11/16/2023,2.16,Finance/Investors Services,,
583,CBH,20240107234305,$8.79,2/09/2024,6.29%,,11/16/2023,0.552,"Trusts, Except Educational, Religious, and Charitable",,
584,AIO,20240107234306,$17.36,2/09/2024,10.36%,,11/16/2023,1.8,Finance/Investors Services,,
