,exOrEffDate,type,amount,declarationDate,recordDate,paymentDate,currency
75,06/13/2006,Cash,$0.07,05/25/2006,06/15/2006,07/05/2006,USD
76,12/14/2005,Cash,$0.05,11/28/2005,12/16/2005,01/04/2006,USD
77,09/14/2005,Cash,$0.05,06/20/2005,09/16/2005,10/04/2005,USD
78,07/20/2005,Cash,$0.25,06/20/2005,07/22/2005,08/05/2005,USD
79,06/13/2005,Cash,$0.03,05/04/2005,06/15/2005,07/01/2005,USD
80,03/16/2005,Cash,$0.03,02/02/2005,03/18/2005,04/01/2005,USD
81,12/15/2004,Cash,$0.03,11/29/2004,12/17/2004,01/03/2005,USD
82,10/04/2004,Cash,$0.03,08/03/2004,10/06/2004,10/21/2004,USD
83,06/14/2004,Cash,$0.03,05/24/2004,06/15/2004,07/02/2004,USD
84,03/10/2004,Cash,$0.03,N/A,03/12/2004,04/02/2004,USD
85,12/17/2003,Cash,$0.03,N/A,12/19/2003,01/02/2004,USD
86,10/02/2003,Cash,$0.03,N/A,10/06/2003,10/20/2003,USD
87,06/12/2003,Cash,$0.02,06/02/2003,06/16/2003,07/03/2003,USD
88,03/12/2003,Cash,$0.01,12/10/2002,03/14/2003,04/02/2003,USD
89,12/18/2002,Cash,$0.01,11/15/2002,12/20/2002,01/03/2003,USD
90,09/26/2002,Cash,$0.01,06/11/2002,09/30/2002,10/11/2002,USD
91,06/12/2002,Cash,$0.02,05/22/2002,06/14/2002,07/03/2002,USD
92,03/13/2002,Cash,$0.02,02/25/2002,03/15/2002,04/02/2002,USD
93,12/19/2001,Cash,$0.02,N/A,12/21/2001,01/03/2002,USD
94,09/27/2001,Cash,$0.02,09/24/2001,10/01/2001,10/11/2001,USD
95,06/13/2001,Cash,$0.02,05/29/2001,06/15/2001,07/05/2001,USD
96,03/14/2001,Cash,$0.02,02/26/2001,03/16/2001,04/02/2001,USD
97,12/20/2000,Cash,$0.02,11/16/2001,12/22/2000,01/03/2001,USD
98,09/27/2000,Cash,$0.02,09/26/2001,09/29/2000,10/10/2000,USD
99,06/14/2000,Cash,$0.02,05/22/2000,06/16/2000,07/05/2000,USD
100,03/15/2000,Cash,$0.02,02/22/2000,03/17/2000,04/03/2000,USD
101,12/21/1999,Cash,$0.02,12/06/1999,12/23/1999,01/04/2000,USD
102,09/23/1999,Cash,$0.02,N/A,09/27/1999,10/08/1999,USD
103,06/15/1999,Cash,$0.02,05/13/1999,06/17/1999,07/02/1999,USD
104,03/17/1999,Cash,$0.02,02/16/1999,03/19/1999,04/02/1999,USD
105,12/21/1998,Cash,$0.02,12/14/1998,12/23/1998,01/04/1999,USD
106,09/23/1998,Cash,$0.02,09/21/1998,09/26/1998,10/09/1998,USD
107,06/15/1998,Cash,$0.02,05/29/1998,06/17/1998,07/02/1998,USD
108,03/18/1998,Cash,$0.03,02/17/1998,03/20/1998,04/03/1998,USD
109,12/19/1997,Cash,$0.03,12/05/1997,12/23/1997,01/02/1998,USD
110,09/25/1997,Cash,$0.03,09/18/1997,09/29/1997,10/07/1997,USD
111,06/13/1997,Cash,$0.03,05/19/1997,06/17/1997,07/02/1997,USD
112,03/19/1997,Cash,$0.03,03/05/1997,03/21/1997,04/04/1997,USD
113,12/19/1996,Cash,$0.03,12/10/1996,12/23/1996,01/02/1997,USD
114,09/18/1996,Cash,$0.03,09/11/1996,09/22/1996,10/03/1996,USD
115,06/13/1996,Cash,$0.03,05/29/1996,06/17/1996,07/03/1996,USD
116,03/20/1996,Cash,$0.03,03/11/1996,03/22/1996,04/05/1996,USD
117,12/20/1995,Cash,$0.03,12/12/1995,12/22/1995,01/02/1996,USD
118,09/20/1995,Cash,$0.03,09/13/1995,09/22/1995,10/03/1995,USD
119,06/15/1995,Cash,$0.03,06/05/1995,06/19/1995,07/05/1995,USD
