,exOrEffDate,type,amount,declarationDate,recordDate,paymentDate,currency
75,10/27/2004,Cash,$1.11,10/14/2004,10/29/2004,11/19/2004,USD
76,07/27/2004,Cash,$0.88,07/13/2004,07/29/2004,08/17/2004,USD
77,04/27/2004,Cash,$1.70,04/14/2004,04/29/2004,05/17/2004,USD
78,01/26/2004,Cash,$1.15,01/13/2004,01/28/2004,02/16/2004,USD
79,10/27/2003,Cash,$0.37,N/A,10/29/2003,11/17/2003,USD
80,07/24/2003,Cash,$0.78,N/A,07/28/2003,08/15/2003,USD
81,04/23/2003,Cash,$1.27,04/11/2003,04/25/2003,05/15/2003,USD
82,01/31/2003,Cash,$0.63,N/A,02/04/2003,02/24/2003,USD
83,10/23/2002,Cash,$0.32,N/A,10/25/2002,11/15/2002,USD
84,07/24/2002,Cash,$0.33,N/A,07/26/2002,08/15/2002,USD
85,04/24/2002,Cash,$0.34,N/A,04/26/2002,05/15/2002,USD
86,01/23/2002,Cash,$0.36,N/A,01/25/2002,02/15/2002,USD
87,10/24/2001,Cash,$0.55,N/A,10/26/2001,11/15/2001,USD
88,07/25/2001,Cash,$0.72,07/10/2001,07/27/2001,08/15/2001,USD
89,04/24/2001,Cash,$1.19,04/06/2001,04/26/2001,05/15/2001,USD
90,01/24/2001,Cash,$1.41,01/10/2001,01/26/2001,02/15/2001,USD
