companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Argo Blockchain plc 8.75% Senior Notes due 2026,ARBKL,4/12/2024,4/30/2024,4/15/2024,0.5468,2.1872,2/19/2024
"B. Riley Financial, Inc. 5.00% Senior Notes due 2026",RILYG,4/12/2024,4/30/2024,4/15/2024,0.3125,1.25,2/19/2024
"B. Riley Financial, Inc. 5.25% Senior Notes due 2028",RILYZ,4/12/2024,4/30/2024,4/15/2024,0.328125,1.3125,2/19/2024
"B. Riley Financial, Inc. 5.50% Senior Notes Due 2026",RILYK,4/12/2024,4/30/2024,4/15/2024,0.34375,1.375,2/19/2024
"B. Riley Financial, Inc. 6.00% Senior Notes Due 2028",RILYT,4/12/2024,4/30/2024,4/15/2024,0.375,1.5,2/19/2024
"B. Riley Financial, Inc. 6.375% Senior Notes due 2025",RILYM,4/12/2024,4/30/2024,4/15/2024,0.3984375,1.59375,2/19/2024
"B. Riley Financial, Inc. 6.50% Senior Notes Due 2026",RILYN,4/12/2024,4/30/2024,4/15/2024,0.40625,1.625,2/19/2024
"B. Riley Financial, Inc. 6.75% Senior Notes due 2024",RILYO,4/12/2024,4/30/2024,4/15/2024,0.421875,1.6875,2/19/2024
PhenixFIN Corporation  5.25% Notes due 2028,PFXNZ,4/12/2024,5/01/2024,4/15/2024,0.38125,1.3125,2/19/2024
"Ramaco Resources, Inc. 9.00% Senior Notes due 2026",METCL,4/12/2024,4/30/2024,4/15/2024,0.5625,2.25,2/19/2024
Regency Centers Corporation 5.875% Series B Cumulative Redeemable Preferred Stock,REGCO,4/12/2024,4/30/2024,4/15/2024,0.3672,1.4688,2/07/2024
Regency Centers Corporation 6.25% Series A Cumulative Redeemable Preferred Stock,REGCP,4/12/2024,4/30/2024,4/15/2024,0.390625,1.5625,2/07/2024
"Cornerstone Total Return Fund, Inc. (The) Common Stock",CRF,4/12/2024,4/30/2024,4/15/2024,0.1037,1.2444,2/12/2024
"Cornerstone Strategic Value Fund, Inc. New Common Stock",CLM,4/12/2024,4/30/2024,4/15/2024,0.1086,1.3032,2/12/2024
NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,SRV,4/12/2024,4/30/2024,4/15/2024,0.45,5.4,2/01/2024
NXG NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,NXG,4/12/2024,4/30/2024,4/15/2024,0.54,6.48,2/01/2024
AbbVie Inc. Common Stock,ABBV,4/12/2024,5/15/2024,4/15/2024,1.55,6.2,2/15/2024
Aker Solutions ASA ADR,AKRYY,4/12/2024,1/01/0001,4/15/2024,0.233216,0.337,N/A
