companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
"Academy Sports and Outdoors, Inc. Common Stock",ASO,12/12/2023,1/10/2024,12/13/2023,0.09,0.36,11/29/2023
Ameren Corporation Common Stock,AEE,12/12/2023,12/29/2023,12/13/2023,0.63,2.52,10/13/2023
"CSG Systems International, Inc. Common Stock",CSGS,12/12/2023,12/22/2023,12/13/2023,0.28,1.12,12/04/2023
Eltek Ltd. Ordinary Shares,ELTK,12/12/2023,12/21/2023,12/13/2023,0.22,0.0,11/28/2023
Lam Research Corporation Common Stock,LRCX,12/12/2023,1/03/2024,12/13/2023,2.0,8.0,11/08/2023
New Fortress Energy Inc. Class A Common Stock,NFE,12/12/2023,12/27/2023,12/13/2023,0.1,0.2,11/08/2023
NXP Semiconductors N.V. Common Stock,NXPI,12/12/2023,1/05/2024,12/13/2023,1.014,4.056,11/15/2023
XP Inc. Class A Common Stock,XP,12/12/2023,12/22/2023,12/13/2023,0.73,0.0,11/13/2023
NewJersey Resources Corporation Common Stock,NJR,12/12/2023,1/02/2024,12/13/2023,0.42,1.68,11/16/2023
"Vishay Intertechnology, Inc. Common Stock",VSH,12/12/2023,12/27/2023,12/13/2023,0.1,0.4,11/20/2023
Public Storage Common Stock,PSA,12/12/2023,12/28/2023,12/13/2023,3.0,12.0,11/08/2023
Telefonica SA Common Stock,TEF,12/12/2023,1/03/2024,12/13/2023,0.159225,0.3185,11/03/2023
Ameren Corporation Common Stock,AEE,12/12/2023,12/29/2023,12/13/2023,0.63,2.52,10/13/2023
FS KKR Capital Corp. Common Stock,FSK,12/12/2023,1/03/2024,12/13/2023,0.06,2.56,11/06/2023
FS KKR Capital Corp. Common Stock,FSK,12/12/2023,1/03/2024,12/13/2023,0.64,2.56,11/06/2023
Euronav NV Ordinary Shares,EURN,12/12/2023,12/20/2023,12/13/2023,0.57,3.2,11/29/2023
HP Inc. Common Stock,HPQ,12/12/2023,1/03/2024,12/13/2023,0.2756,1.1024,11/07/2023
Hewlett Packard Enterprise Company Common Stock,HPE,12/12/2023,1/11/2024,12/13/2023,0.13,0.52,11/28/2023
"International Seaways, Inc. Common Stock ",INSW,12/12/2023,12/27/2023,12/13/2023,1.13,0.48,11/06/2023
"International Seaways, Inc. Common Stock ",INSW,12/12/2023,12/27/2023,12/13/2023,0.12,0.48,11/06/2023
"Wyndham Hotels & Resorts, Inc. Common Stock ",WH,12/12/2023,12/27/2023,12/13/2023,0.35,1.4,11/14/2023
Interconexion Electrica SA ADR,IESFY,12/12/2023,1/02/2024,12/13/2023,5.489352,10.9787,N/A
Isabella Bank Corp,ISBA,12/12/2023,12/15/2023,12/13/2023,0.28,1.12,11/29/2023
Andover Bancorp Inc. Ohio,ANDC,12/12/2023,1/02/2024,12/13/2023,0.375,0.75,11/15/2023
Mifflinburg Bancorp Inc,MIFF,12/12/2023,12/27/2023,12/13/2023,0.71,1.42,11/14/2023
Kingboard Holdings Limited ADR,KBDCY,12/12/2023,1/19/2024,12/13/2023,0.320718,0.2053,N/A
Kingboard Holdings Limited ADR,KBDCY,12/12/2023,1/19/2024,12/13/2023,0.102629,0.2053,N/A
"Zijin Mining Group Co., Ltd. ADR",ZIJMY,12/12/2023,2/02/2024,12/13/2023,0.09798,0.098,N/A
Banco Do Brasil S.A. ADR,BDORY,12/12/2023,1/08/2024,12/13/2023,0.052416,0.4943,N/A
Kingboard Laminates Holdings Ltd. ADR,KGBLY,12/12/2023,1/19/2024,12/13/2023,0.163565,0.3271,N/A
Public Storage,PASDL,12/12/2023,12/28/2023,12/13/2023,0.25625,1.025,11/08/2023
Public Storage,PASDV,12/12/2023,12/28/2023,12/13/2023,0.25625,1.025,11/08/2023
"McRae Industries, Inc. - Class A",MCRAA,12/12/2023,1/03/2024,12/13/2023,0.61,0.56,11/30/2023
"McRae Industries, Inc. - Class A",MCRAA,12/12/2023,1/03/2024,12/13/2023,0.14,0.56,11/30/2023
"McRae Industries, Inc. - Class B",MCRAB,12/12/2023,1/03/2024,12/13/2023,0.61,0.56,11/30/2023
"McRae Industries, Inc. - Class B",MCRAB,12/12/2023,1/03/2024,12/13/2023,0.14,0.56,11/30/2023
