companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Citigroup Inc. Dep Shs Repstg 1/1000 Pfd Ser J Fixed/Fltg,C^J,12/15/2023,12/29/2023,12/18/2023,0.6060269,2.4241,10/19/2023
"DT Midstream, Inc. Common Stock ",DTM,12/15/2023,1/15/2024,12/18/2023,0.69,2.76,11/01/2023
Gladstone Capital Corporation Common Stock,GLAD,12/15/2023,12/29/2023,12/18/2023,0.0825,0.99,10/10/2023
"Gladstone Commercial Corporation 6.00% Series G Cumulative Redeemable Preferred Stock, par value $0.001 per share",GOODO,12/15/2023,12/29/2023,12/18/2023,0.125,1.5,10/10/2023
Gladstone Commercial Corporation 6.625% Series E Cumulative Redeemable Preferred Stock,GOODN,12/15/2023,12/29/2023,12/18/2023,0.138021,1.656252,10/10/2023
Gladstone Commercial Corporation Real Estate Investment Trust,GOOD,12/15/2023,12/29/2023,12/18/2023,0.1,1.2,10/10/2023
Gladstone Investment Corporation Business Development Company,GAIN,12/15/2023,12/29/2023,12/18/2023,0.08,0.96,10/10/2023
Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,LANDM,12/15/2023,12/29/2023,12/18/2023,0.104167,1.250004,10/10/2023
Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,LANDO,12/15/2023,12/29/2023,12/18/2023,0.125,1.5,10/10/2023
Gladstone Land Corporation 6.00% Series C Cumulative Redeemable Preferred Stock,LANDP,12/15/2023,12/29/2023,12/18/2023,0.125,1.5,10/10/2023
Gladstone Land Corporation Common Stock,LAND,12/15/2023,12/29/2023,12/18/2023,0.0464,0.5568,10/10/2023
Huntington Bancshares Incorporated Common Stock,HBAN,12/15/2023,1/02/2024,12/18/2023,0.155,0.62,10/18/2023
Lamar Advertising Company Class A Common Stock,LAMR,12/15/2023,12/29/2023,12/18/2023,1.25,5.0,11/29/2023
"Presidio Property Trust, Inc. Class A Common Stock",SQFT,12/15/2023,12/26/2023,12/18/2023,0.023,0.092,12/05/2023
Rand Capital Corporation Common Stock,RAND,12/15/2023,12/29/2023,12/18/2023,0.63,1.0,12/05/2023
Stellus Capital Investment Corporation Common Stock,SCM,12/15/2023,12/29/2023,12/18/2023,0.1333,1.5996,10/05/2023
"Stock Yards Bancorp, Inc. Common Stock",SYBT,12/15/2023,12/29/2023,12/18/2023,0.3,1.2,11/21/2023
The GDL Fund Series C Cumulative Puttable and Callable Preferred Shares,GDL^C,12/15/2023,12/26/2023,12/18/2023,0.5,2.0,10/05/2023
"Credit Suisse Asset Management Income Fund, Inc. Common Stock",CIK,12/15/2023,12/22/2023,12/18/2023,0.0225,0.27,3/08/2023
Credit Suisse High Yield Bond Fund Common Stock,DHY,12/15/2023,12/22/2023,12/18/2023,0.0155,0.186,3/08/2023
Franklin Limited Duration Income Trust Common Shares of Beneficial Interest,FTF,12/15/2023,12/29/2023,12/18/2023,0.0582,0.6984,12/07/2023
"Empire State Realty OP, L.P. Series 250 Operating Partnership Units Representing Limited Partnership Interests",FISK,12/15/2023,12/29/2023,12/18/2023,0.035,0.14,12/08/2023
"Empire State Realty OP, L.P. Series ES Operating Partnership Units Representing Limited Partnership Interests",ESBA,12/15/2023,12/29/2023,12/18/2023,0.035,0.14,12/08/2023
"Empire State Realty OP, L.P. Series 60 Operating Partnership Units Representing Limited Partnership Interests",OGCP,12/15/2023,12/29/2023,12/18/2023,0.035,0.14,12/08/2023
Hess Corporation Common Stock,HES,12/15/2023,12/29/2023,12/18/2023,0.4375,1.75,12/06/2023
DTE Energy Company Common Stock,DTE,12/15/2023,1/15/2024,12/18/2023,1.02,4.08,12/08/2023
E-mini S&P 500 ,ES,12/15/2023,12/29/2023,12/18/2023,0.675,2.7,12/05/2023
"Source Capital, Inc. Common Stock",SOR,12/15/2023,12/29/2023,12/18/2023,0.53,2.4996,12/07/2023
"Source Capital, Inc. Common Stock",SOR,12/15/2023,12/29/2023,12/18/2023,0.2083,2.4996,12/07/2023
W.R. Berkley Corporation Common Stock,WRB,12/15/2023,12/27/2023,12/18/2023,0.5,0.44,12/08/2023
W.R. Berkley Corporation Common Stock,WRB,12/15/2023,12/27/2023,12/18/2023,0.11,0.44,12/08/2023
World Kinect Corporation Common Stock,WKC,12/15/2023,1/16/2024,12/18/2023,0.14,0.56,12/07/2023
Templeton Emerging Markets Fund Common Stock,EMF,12/15/2023,12/29/2023,12/18/2023,0.727,0.727,12/07/2023
Cato Corporation (The) Class A Common Stock,CATO,12/15/2023,1/02/2024,12/18/2023,0.17,0.68,11/17/2023
CONMED Corporation Common Stock,CNMD,12/15/2023,1/05/2024,12/18/2023,0.2,0.8,12/04/2023
"Templeton Global Income Fund, Inc. Common Stock",GIM,12/15/2023,12/29/2023,12/18/2023,0.0699,0.3456,12/07/2023
"Templeton Global Income Fund, Inc. Common Stock",GIM,12/15/2023,12/29/2023,12/18/2023,0.0288,0.3456,12/07/2023
Franklin Universal Trust Common Stock,FT,12/15/2023,12/29/2023,12/18/2023,0.0425,0.51,12/07/2023
DWS Municipal Income Trust,KTF,12/15/2023,12/29/2023,12/18/2023,0.0265,0.318,12/07/2023
DWS Strategic Municipal Income Trust,KSM,12/15/2023,12/29/2023,12/18/2023,0.026,0.312,12/07/2023
Renasant Corporation Common Stock,RNST,12/15/2023,1/01/2024,12/18/2023,0.22,0.88,11/09/2023
"Templeton Emerging Markets Income Fund, Inc. Common Stock",TEI,12/15/2023,12/29/2023,12/18/2023,0.0462,0.5544,12/07/2023
Eastman Chemical Company Common Stock,EMN,12/15/2023,1/05/2024,12/18/2023,0.81,3.24,12/06/2023
Greif Inc. Class A Common Stock,GEF,12/15/2023,1/01/2024,12/18/2023,0.52,2.08,12/05/2023
"Greif, Inc. Corporation Class B Common Stock",GEF.B,12/15/2023,1/01/2024,12/18/2023,0.77,3.08,12/05/2023
"Prologis, Inc. Common Stock",PLD,12/15/2023,12/29/2023,12/18/2023,0.87,3.48,12/07/2023
Packaging Corporation of America Common Stock,PKG,12/15/2023,1/15/2024,12/18/2023,1.25,5.0,12/07/2023
PennantPark Investment Corporation Common Stock,PNNT,12/15/2023,1/02/2024,12/18/2023,0.07,0.84,12/04/2023
John Bean Technologies Corporation Common Stock,JBT,12/15/2023,1/02/2024,12/18/2023,0.1,0.4,12/06/2023
Columbia Seligman Premium Technology Growth Fund Inc,STK,12/15/2023,1/23/2024,12/18/2023,0.2669,1.85,12/08/2023
"DT Midstream, Inc. Common Stock ",DTM,12/15/2023,1/15/2024,12/18/2023,0.69,2.76,11/01/2023
PennantPark Floating Rate Capital Ltd. Common Stock,PFLT,12/15/2023,1/02/2024,12/18/2023,0.1025,1.23,12/04/2023
Carlyle Credit Income Fund Shares of Beneficial Interest,CCIF,12/15/2023,12/29/2023,12/18/2023,0.0994,1.1928,11/29/2023
Stellus Capital Investment Corporation Common Stock,SCM,12/15/2023,12/29/2023,12/18/2023,0.1333,1.5996,10/05/2023
"Empire State Realty Trust, Inc. Class A Common Stock",ESRT,12/15/2023,12/29/2023,12/18/2023,0.035,0.14,12/08/2023
Allegion plc Ordinary Shares,ALLE,12/15/2023,12/29/2023,12/18/2023,0.45,1.8,12/07/2023
Johnson Controls International plc Ordinary Share,JCI,12/15/2023,1/12/2024,12/18/2023,0.37,1.48,12/06/2023
Utz Brands Inc Class A Common Stock ,UTZ,12/15/2023,1/04/2024,12/18/2023,0.057,0.228,12/07/2023
Net Lease Office Properties Common Shares of Beneficial Interest,NLOP,12/15/2023,1/29/2024,12/18/2023,0.34,0.34,12/08/2023
Priority Income Fund,PRIFP,12/15/2023,12/29/2023,12/18/2023,0.39844,1.5938,11/30/2023
Logansport Financial Corp.,LOGN,12/15/2023,1/17/2024,12/18/2023,0.45,1.8,11/17/2023
Prologis Inc 8.54% PRF PERPETUAL USD - Ser Q,PLDGP,12/15/2023,1/02/2024,12/18/2023,1.0675,4.27,12/07/2023
NASB Financial Inc,NASB,12/15/2023,12/29/2023,12/18/2023,0.25,1.0,12/07/2023
Niagara Mohawk Power Corp. 3.40% PRF PERPETUAL USD 100,NMPWP,12/15/2023,12/29/2023,12/18/2023,0.85,3.4,11/16/2023
Merchants National Properties Inc,MNPP,12/15/2023,12/19/2023,12/18/2023,55.0,110.0,12/07/2023
DS Smith Plc. ADR,DSSMY,12/15/2023,2/15/2024,12/18/2023,0.265542,1.0541,N/A
Bosideng International Holdings Ltd. ADR,BSDGY,12/15/2023,1/26/2024,12/18/2023,0.272792,0.5456,N/A
Cyrela Brazil Realty S.A. ADR,CYRBY,12/15/2023,12/26/2023,12/18/2023,0.0539814,0.054,N/A
Alliance Global Group Inc. ADR,ALGGY,12/15/2023,1/29/2024,12/18/2023,0.089489,0.0895,N/A
Raia Drogasil S.A. ADR,RADLY,12/15/2023,6/10/2024,12/18/2023,0.007708,0.0389,N/A
