companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Public Service Enterprise Group Incorporated Common Stock,PEG,6/07/2024,6/28/2024,6/07/2024,0.6,2.4,4/16/2024
"Williams Companies, Inc. (The) Common Stock",WMB,6/07/2024,6/24/2024,6/07/2024,0.475,1.9,4/30/2024
Bank of America Corporation Common Stock,BAC,6/07/2024,6/28/2024,6/07/2024,0.24,0.96,4/25/2024
Unifirst Corporation Common Stock,UNF,6/07/2024,6/28/2024,6/07/2024,0.33,1.32,4/11/2024
Arthur J. Gallagher & Co. Common Stock,AJG,6/07/2024,6/21/2024,6/07/2024,0.6,2.4,4/24/2024
Albany International Corporation Common Stock,AIN,6/07/2024,7/08/2024,6/07/2024,0.26,1.04,5/10/2024
WPP plc American Depositary Shares,WPP,6/07/2024,7/05/2024,6/07/2024,1.540006,3.08,2/22/2024
"Waste Management, Inc. Common Stock",WM,6/07/2024,6/21/2024,6/07/2024,0.75,3.0,5/13/2024
"New York Community Bancorp, Inc. Common Stock",NYCB,6/07/2024,6/17/2024,6/07/2024,0.01,0.04,5/01/2024
"Simon Property Group, Inc. Common Stock",SPG,6/07/2024,6/28/2024,6/07/2024,2.0,8.0,5/06/2024
OUTFRONT Media Inc. Common Stock,OUT,6/07/2024,6/28/2024,6/07/2024,0.3,1.2,5/02/2024
Main Street Capital Corporation Common Stock,MAIN,6/07/2024,6/14/2024,6/07/2024,0.24,2.88,2/20/2024
"Mueller Industries, Inc. Common Stock",MLI,6/07/2024,6/21/2024,6/07/2024,0.2,0.8,5/10/2024
Trane Technologies plc,TT,6/07/2024,6/28/2024,6/07/2024,0.84,3.36,4/04/2024
"BlackRock, Inc. Common Stock",BLK,6/07/2024,6/24/2024,6/07/2024,5.1,20.4,5/15/2024
General Motors Company Common Stock,GM,6/07/2024,6/20/2024,6/07/2024,0.12,0.48,4/22/2024
"Bath & Body Works, Inc.",BBWI,6/07/2024,6/21/2024,6/07/2024,0.2,0.8,5/17/2024
Acushnet Holdings Corp. Common Stock,GOLF,6/07/2024,6/21/2024,6/07/2024,0.215,0.86,5/07/2024
"Schneider National, Inc. Common Stock",SNDR,6/07/2024,7/09/2024,6/07/2024,0.095,0.38,5/01/2024
"Solaris Oilfield Infrastructure, Inc. Class A Common Stock",SOI,6/07/2024,6/17/2024,6/07/2024,0.12,0.48,4/25/2024
Edenred SE ADR,EDNMY,6/07/2024,6/27/2024,6/07/2024,0.59235,0.5924,N/A
Sainsbury (J) plc ADR,JSAIY,6/07/2024,7/22/2024,6/07/2024,0.441288,0.8826,N/A
Exchange Bank,EXSR,6/07/2024,6/21/2024,6/07/2024,1.3,5.2,5/17/2024
Harford Bank of Aberdeen,HFBK,6/07/2024,6/28/2024,6/07/2024,0.23,0.92,5/16/2024
First Niles Financial Inc.,FNFI,6/07/2024,6/21/2024,6/07/2024,0.06,0.24,5/15/2024
First Niles Financial Inc. PRF PERPETUAL USD - Ser A,FNFPA,6/07/2024,6/21/2024,6/07/2024,0.07,0.28,5/15/2024
Gerresheimer AG ADR,GRRMY,6/07/2024,6/25/2024,6/07/2024,0.219982,0.22,N/A
Informa Plc ADR,IFJPY,6/07/2024,7/22/2024,6/07/2024,0.270891,0.5418,N/A
Scout24 SE ADR,SCCTY,6/07/2024,6/25/2024,6/07/2024,0.423556,0.4236,N/A
Garden City Co Colorado,GCCO,6/07/2024,6/28/2024,6/07/2024,5.0,20.0,3/27/2024
Compagnie de Saint-Gobain S.A. ADR,CODYY,6/07/2024,6/27/2024,6/07/2024,0.334489,0.3345,N/A
Biomerieux ADR,BMXXY,6/07/2024,6/26/2024,6/10/2024,0.050679,0.0507,N/A
Aeroports de Paris SA ADR,ARRPY,6/07/2024,6/27/2024,6/07/2024,0.272416,0.5448,N/A
