companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
"American Electric Power Company, Inc. Common Stock",AEP,2/08/2024,3/08/2024,2/09/2024,0.88,3.52,1/19/2024
Artesian Resources Corporation Class A Common Stock,ARTNA,2/08/2024,2/23/2024,2/09/2024,0.2897,1.1588,1/29/2024
BankFinancial Corporation Common Stock,BFIN,2/08/2024,2/23/2024,2/09/2024,0.1,0.4,1/25/2024
"Brookline Bancorp, Inc. Common Stock",BRKL,2/08/2024,2/23/2024,2/09/2024,0.135,0.54,1/24/2024
"Citizens Community Bancorp, Inc. Common Stock",CZWI,2/08/2024,2/23/2024,2/09/2024,0.32,0.29,1/25/2024
Columbus McKinnon Corporation Common Stock,CMCO,2/08/2024,2/20/2024,2/09/2024,0.07,0.28,1/22/2024
Community West Bancshares Common Stock,CWBC,2/08/2024,2/29/2024,2/09/2024,0.08,0.32,1/25/2024
DallasNews Corporation Series A Common Stock,DALN,2/08/2024,3/01/2024,2/09/2024,0.16,0.64,12/07/2023
"Eagle Bancorp Montana, Inc. Common Stock",EBMT,2/08/2024,3/01/2024,2/09/2024,0.14,0.56,1/18/2024
Enterprise Bancorp Inc Common Stock,EBTC,2/08/2024,3/01/2024,2/09/2024,0.24,0.92,1/16/2024
FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock,FATBP,2/08/2024,2/20/2024,2/09/2024,0.171875,2.0625,1/09/2024
First Bank Common Stock,FRBA,2/08/2024,2/23/2024,2/09/2024,0.06,0.24,2/03/2024
"First Community Bankshares, Inc. (VA) Common Stock",FCBC,2/08/2024,2/23/2024,2/09/2024,0.29,1.16,1/23/2024
"First Interstate BancSystem, Inc. Common Stock (DE)",FIBK,2/08/2024,2/19/2024,2/09/2024,0.47,1.88,1/26/2024
First Northwest Bancorp Common Stock,FNWB,2/08/2024,2/23/2024,2/09/2024,0.07,0.28,1/23/2024
"German American Bancorp, Inc. Common Stock",GABC,2/08/2024,2/20/2024,2/10/2024,0.27,1.0,1/25/2024
"Hope Bancorp, Inc. Common Stock",HOPE,2/08/2024,2/23/2024,2/09/2024,0.14,0.56,1/30/2024
"J.B. Hunt Transport Services, Inc. Common Stock",JBHT,2/08/2024,2/23/2024,2/09/2024,0.43,1.68,1/18/2024
Mid Penn Bancorp Common Stock,MPB,2/08/2024,2/20/2024,2/09/2024,0.2,0.8,1/24/2024
"Nexstar Media Group, Inc. Common Stock",NXST,2/08/2024,2/23/2024,2/09/2024,1.69,5.4,1/25/2024
Pacific Premier Bancorp Inc,PPBI,2/08/2024,2/16/2024,2/09/2024,0.33,1.32,1/27/2024
Park-Ohio Holdings Corp. Common Stock,PKOH,2/08/2024,2/23/2024,2/09/2024,0.125,0.5,1/26/2024
PCB Bancorp Common Stock,PCB,2/08/2024,2/16/2024,2/09/2024,0.18,0.72,1/25/2024
Premier Financial Corp. Common Stock,PFC,2/08/2024,2/16/2024,2/09/2024,0.31,1.24,1/23/2024
Primis Financial Corp. Common Stock,FRST,2/08/2024,2/23/2024,2/09/2024,0.1,0.4,1/25/2024
"Princeton Bancorp, Inc. Common Stock (PA)",BPRN,2/08/2024,3/01/2024,2/09/2024,0.3,1.2,1/24/2024
"Richardson Electronics, Ltd. Common Stock",RELL,2/08/2024,2/28/2024,2/09/2024,0.06,0.24,1/09/2024
"SB Financial Group, Inc. Common Stock",SBFG,2/08/2024,2/23/2024,2/09/2024,0.135,0.54,1/17/2024
Sirius XM Holdings Inc. Common Stock,SIRI,2/08/2024,2/23/2024,2/09/2024,0.0266,0.1064,1/24/2024
Starbucks Corporation Common Stock,SBUX,2/08/2024,2/23/2024,2/09/2024,0.57,2.28,11/13/2023
Territorial Bancorp Inc. Common Stock,TBNK,2/08/2024,2/23/2024,2/09/2024,0.05,0.2,1/26/2024
"Timberland Bancorp, Inc. Common Stock",TSBK,2/08/2024,2/23/2024,2/09/2024,0.24,0.92,1/22/2024
"Veritex Holdings, Inc. Common Stock",VBTX,2/08/2024,2/23/2024,2/09/2024,0.2,0.8,1/23/2024
WSFS Financial Corporation Common Stock,WSFS,2/08/2024,2/23/2024,2/09/2024,0.15,0.6,1/18/2024
Tompkins Financial Corporation Common Stock,TMP,2/08/2024,2/16/2024,2/09/2024,0.6,2.4,1/26/2024
Parker-Hannifin Corporation Common Stock,PH,2/08/2024,3/01/2024,2/09/2024,1.48,5.92,1/25/2024
