companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
International Business Machines Corporation Common Stock,IBM,2/08/2024,3/09/2024,2/09/2024,1.66,6.64,1/30/2024
Pitney Bowes Inc. Common Stock,PBI,2/08/2024,3/14/2024,2/09/2024,0.05,0.2,2/01/2024
"RB Global, Inc. Common Stock",RBA,2/08/2024,3/01/2024,2/09/2024,0.27,1.08,1/19/2024
Truist Financial Corporation Common Stock,TFC,2/08/2024,3/01/2024,2/09/2024,0.52,2.08,1/23/2024
"Essential Utilities, Inc. Common Stock",WTRG,2/08/2024,3/01/2024,2/09/2024,0.3071,1.2284,12/12/2023
SouthState Corporation Common Stock,SSB,2/08/2024,2/16/2024,2/09/2024,0.52,2.08,1/24/2024
Saba Capital Income & Opportunities Fund SBI,BRW,2/08/2024,2/29/2024,2/09/2024,0.085,1.02,2/01/2024
Entergy Corporation Common Stock,ETR,2/08/2024,3/01/2024,2/09/2024,1.13,4.52,1/26/2024
Visa Inc.,V,2/08/2024,3/01/2024,2/09/2024,0.52,2.08,1/25/2024
"Bread Financial Holdings, Inc. Common Stock",BFH,2/08/2024,3/15/2024,2/09/2024,0.21,0.84,1/25/2024
First Commonwealth Financial Corporation Common Stock,FCF,2/08/2024,2/23/2024,2/09/2024,0.125,0.5,1/30/2024
"Adams Natural Resources Fund, Inc. Common Stock",PEO,2/08/2024,3/01/2024,2/09/2024,0.1,0.4,1/18/2024
Atlantic Union Bankshares Corporation Common Stock,AUB,2/08/2024,2/23/2024,2/09/2024,0.32,1.28,1/26/2024
Hexcel Corporation Common Stock,HXL,2/08/2024,2/16/2024,2/09/2024,0.15,0.6,1/24/2024
"Oppenheimer Holdings, Inc. Class A Common Stock (DE)",OPY,2/08/2024,2/23/2024,2/09/2024,0.15,0.6,1/26/2024
Adams Diversified Equity Fund Inc.,ADX,2/08/2024,3/01/2024,2/09/2024,0.05,0.2,1/18/2024
Marine Products Corporation Common Stock,MPX,2/08/2024,3/11/2024,2/09/2024,0.14,0.56,1/25/2024
"RPC, Inc. Common Stock",RES,2/08/2024,3/11/2024,2/09/2024,0.04,0.16,1/25/2024
"Provident Financial Services, Inc Common Stock",PFS,2/08/2024,2/23/2024,2/09/2024,0.24,0.96,1/25/2024
Saba Capital Income & Opportunities Fund II Shares of Beneficial Interest,SABA,2/08/2024,2/29/2024,2/09/2024,0.029,0.348,1/31/2024
Moog Inc. Class A Common Stock,MOG.A,2/08/2024,2/27/2024,2/09/2024,0.28,1.12,1/26/2024
Moog Inc. Class B Common Stock,MOG.B,2/08/2024,2/27/2024,2/09/2024,0.28,1.12,1/26/2024
"Cencora, Inc. Common Stock",COR,2/08/2024,2/26/2024,2/09/2024,0.51,2.04,1/31/2024
"Ameriprise Financial, Inc. Common Stock",AMP,2/08/2024,2/27/2024,2/09/2024,1.35,5.4,1/24/2024
MUELLER WATER PRODUCTS Common Stock,MWA,2/08/2024,2/20/2024,2/09/2024,0.064,0.256,1/25/2024
Charles Schwab Corporation (The) Common Stock,SCHW,2/08/2024,2/23/2024,2/09/2024,0.25,1.0,1/24/2024
Nomad Foods Limited Ordinary Shares,NOMD,2/08/2024,2/26/2024,2/09/2024,0.15,0.15,1/30/2024
Eagle Point Credit Company Inc. Common Stock,ECC,2/08/2024,2/29/2024,2/09/2024,0.02,1.68,11/08/2023
Eagle Point Credit Company Inc. Common Stock,ECC,2/08/2024,2/29/2024,2/09/2024,0.14,1.68,11/08/2023
Westrock Company Common Stock,WRK,2/08/2024,2/21/2024,2/09/2024,0.3025,1.21,1/26/2024
"REV Group, Inc. Common Stock",REVG,2/08/2024,2/16/2024,2/09/2024,3.0,0.2,1/29/2024
Eagle Point Income Company Inc. Common Stock,EIC,2/08/2024,2/29/2024,2/09/2024,0.2,2.4,11/08/2023
Howmet Aerospace Inc. Common Stock,HWM,2/08/2024,2/26/2024,2/09/2024,0.05,0.2,1/25/2024
Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes,BNJ,2/08/2024,2/26/2024,2/09/2024,0.28125,1.125,N/A
Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,ECCC,2/08/2024,2/29/2024,2/09/2024,0.135417,1.625,11/08/2023
Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,EICA,2/08/2024,2/29/2024,2/09/2024,0.104167,1.25,11/08/2023
Eagle Point Credit Company Inc. 8.00% Series F Term Preferred Stock due 2029,ECCF,2/08/2024,2/29/2024,2/09/2024,0.140625,1.6876,11/08/2023
Eagle Point Income Company Inc. 7.75% Series B Term Preferred Stock Due 2028,EICB,2/08/2024,2/29/2024,2/09/2024,0.161459,1.9375,11/08/2023
CBB Bancorp Inc,CBBI,2/08/2024,2/23/2024,2/09/2024,0.08,0.32,1/26/2024
"Capital Properties, Inc. - Class A",CPTP,2/08/2024,2/23/2024,2/09/2024,0.07,0.28,1/24/2024
Hanover Foods Corp. - Class A,HNFSA,2/08/2024,3/01/2024,2/10/2024,0.275,1.1,1/19/2024
Artesian Resources Corp. - Class B,ARTNB,2/08/2024,2/23/2024,2/09/2024,0.2897,1.1588,1/29/2024
Woodlands Financial Services Co.,WDFN,2/08/2024,2/23/2024,2/09/2024,0.29,1.16,1/22/2024
Connecticut Light & Power Co 3.90% PRF PERPETUAL USD 50,CNLHN,2/08/2024,3/01/2024,2/09/2024,0.4875,1.95,12/19/2023
Hanover Foods Corp. - Class B,HNFSB,2/08/2024,3/01/2024,2/10/2024,0.275,1.1,1/19/2024
West Shore Bank Corp.,WSSH,2/08/2024,2/23/2024,2/09/2024,0.23,0.92,1/16/2024
Pacific Financial Corp.,PFLC,2/08/2024,2/23/2024,2/09/2024,0.14,0.56,1/24/2024
Hypera S.A. ADR,HYPMY,2/08/2024,1/01/0001,2/09/2024,0.012746,0.3668,N/A
Connecticut Light & Power Co 4.50% PRF PERPETUAL USD 50 - Series 1963,CNLHP,2/08/2024,3/01/2024,2/09/2024,0.5625,2.25,12/19/2023
Propel Media Inc,PROM,2/08/2024,2/20/2024,2/09/2024,0.011092,0.0138,1/29/2024
Prime Meridian Holding Co,PMHG,2/08/2024,2/29/2024,2/09/2024,0.25,0.25,1/26/2024
Mid-Southern Bancorp Inc.,MSVB,2/08/2024,2/23/2024,2/09/2024,0.06,0.24,1/24/2024
