companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Adeia Inc. Common Stock,ADEA,5/24/2024,6/18/2024,5/28/2024,0.05,0.2,4/25/2024
"CRA International, Inc. Common Stock",CRAI,5/24/2024,6/14/2024,5/28/2024,0.42,1.68,5/01/2024
Embecta Corp. Common Stock,EMBC,5/24/2024,6/14/2024,5/28/2024,0.15,0.6,5/09/2024
"Jack Henry & Associates, Inc. Common Stock",JKHY,5/24/2024,6/17/2024,5/28/2024,0.55,2.2,5/08/2024
"MKS Instruments, Inc. Common Stock",MKSI,5/24/2024,6/07/2024,5/28/2024,0.22,0.88,5/07/2024
"National Bankshares, Inc. Common Stock",NKSH,5/24/2024,6/03/2024,5/28/2024,0.73,1.56,5/15/2024
Perella Weinberg Partners Class A Common Stock,PWP,5/24/2024,6/10/2024,5/28/2024,0.07,0.28,5/03/2024
Territorial Bancorp Inc. Common Stock,TBNK,5/24/2024,6/10/2024,5/28/2024,0.01,0.2,5/13/2024
Tractor Supply Company Common Stock,TSCO,5/24/2024,6/11/2024,5/28/2024,1.1,4.4,5/08/2024
Northrop Grumman Corporation Common Stock,NOC,5/24/2024,6/12/2024,5/28/2024,2.06,8.24,5/14/2024
"Spectrum Brands Holdings, Inc. Common Stock",SPB,5/24/2024,6/18/2024,5/28/2024,0.42,1.68,5/07/2024
KeyCorp Common Stock,KEY,5/24/2024,6/14/2024,5/28/2024,0.205,0.82,5/09/2024
Atmos Energy Corporation Common Stock,ATO,5/24/2024,6/10/2024,5/28/2024,0.805,3.22,5/08/2024
Labcorp Holdings Inc. Common Stock,LH,5/24/2024,6/12/2024,5/28/2024,0.72,2.88,4/11/2024
Westinghouse Air Brake Technologies Corporation Common Stock,WAB,5/24/2024,6/11/2024,5/28/2024,0.2,0.8,5/17/2024
"Yum! Brands, Inc.",YUM,5/24/2024,6/07/2024,5/28/2024,0.67,2.68,5/15/2024
"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",ASR,5/24/2024,6/10/2024,5/28/2024,6.469759,0.0,N/A
"Carter's, Inc. Common Stock",CRI,5/24/2024,6/07/2024,5/28/2024,0.8,3.2,5/16/2024
SFL Corporation Ltd,SFL,5/24/2024,6/26/2024,5/28/2024,0.27,1.08,5/14/2024
"Voya Financial, Inc. Common Stock",VOYA,5/24/2024,6/26/2024,5/28/2024,0.4,1.6,4/23/2024
"Paycom Software, Inc. Common Stock",PAYC,5/24/2024,6/10/2024,5/28/2024,0.375,1.5,4/29/2024
"Cable One, Inc. Common Stock",CABO,5/24/2024,6/14/2024,5/28/2024,2.95,11.8,5/16/2024
"Yum China Holdings, Inc. Common Stock",YUMC,5/24/2024,6/18/2024,5/28/2024,0.16,0.64,4/29/2024
"PROG Holdings, Inc. Common Stock",PRG,5/24/2024,6/11/2024,5/28/2024,0.12,0.48,5/15/2024
Mach Natural Resources LP Common Units representing Limited Partner Interests,MNR,5/24/2024,6/10/2024,5/28/2024,0.75,3.0,5/13/2024
Jeffersonville Bancorp,JFBC,5/24/2024,6/06/2024,5/28/2024,0.15,0.6,5/14/2024
Imperial Brands Plc ADR,IMBBY,5/24/2024,7/08/2024,5/28/2024,0.2751679,1.1007,N/A
Erste Group Bank AG ADR,EBKDY,5/24/2024,6/10/2024,5/28/2024,1.415965,1.416,N/A
Power Assets Holdings Limited ADR,HGKGY,5/24/2024,6/18/2024,5/28/2024,0.240822,0.4816,N/A
DCC Plc ADR,DCCPY,5/24/2024,8/02/2024,5/28/2024,0.583788,1.1676,N/A
CK Infrastructure Holdings Limited ADR,CKISY,5/24/2024,6/27/2024,5/28/2024,1.133454,2.2669,N/A
Thai Beverage Public Company Ltd ADR,TBVPY,5/24/2024,6/27/2024,5/28/2024,0.328161,0.6563,N/A
Lanxess AG ADR,LNXSY,5/24/2024,6/13/2024,5/28/2024,0.013828,0.0138,N/A
Vienna Insurance Group ADR,VNRFY,5/24/2024,6/10/2024,5/28/2024,0.191628,0.1916,N/A
Capgemini ADR,CGEMY,5/24/2024,6/17/2024,5/28/2024,0.7327,0.7327,N/A
Credit Agricole S.A. ADR,CRARY,5/24/2024,6/17/2024,5/28/2024,0.565687,0.5657,N/A
KBC Groupe NV ADR,KBCSY,5/24/2024,6/13/2024,5/28/2024,0.233732,0.4675,N/A
Brunello Cucinelli S.p.A. ADR,BCUCY,5/24/2024,6/05/2024,5/28/2024,0.316262,0.3163,N/A
Wallenius Wilhelmsen ASA ADR,WILWY,5/24/2024,6/12/2024,5/28/2024,0.994346,1.4724,N/A
Betsson AB ADR,BTSNY,5/24/2024,1/01/0001,5/28/2024,0.19557,0.8731,N/A
Euronext N.V. ADR,ERNXY,5/24/2024,1/01/0001,5/28/2024,0.408279,0.7643,N/A
Protector Forsikring Asa ADR,PSKRY,5/24/2024,1/01/0001,5/28/2024,0.246902,0.2469,N/A
