companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
"Andersons, Inc. (The) Common Stock",ANDE,3/28/2024,4/22/2024,4/01/2024,0.19,0.76,2/15/2024
Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,HBANP,3/28/2024,4/15/2024,4/01/2024,0.28125,1.125,1/19/2024
"Via Renewables, Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock",VIASP,3/28/2024,4/15/2024,4/01/2024,0.7596,3.05836,1/17/2024
"Wintrust Financial Corporation Depositary Shares, Each Representing a 1/1,000th Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series E",WTFCP,3/28/2024,4/15/2024,4/01/2024,0.42969,1.71876,1/25/2024
"Wintrust Financial Corporation Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series D",WTFCM,3/28/2024,4/15/2024,4/01/2024,0.41,1.64,1/25/2024
"Air Products and Chemicals, Inc. Common Stock",APD,3/28/2024,5/13/2024,4/01/2024,1.77,7.08,1/25/2024
"Wolverine World Wide, Inc. Common Stock",WWW,3/28/2024,5/01/2024,4/01/2024,0.1,0.4,2/07/2024
State Street Corporation Common Stock,STT,3/28/2024,4/11/2024,4/01/2024,0.69,2.76,2/15/2024
"Cardinal Health, Inc. Common Stock",CAH,3/28/2024,4/15/2024,4/01/2024,0.5006,2.0024,2/06/2024
ESCO Technologies Inc. Common Stock,ESE,3/28/2024,4/16/2024,4/01/2024,0.08,0.32,2/08/2024
"NuStar Logistics, L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043",NSS,3/28/2024,4/15/2024,4/01/2024,0.7695,3.078,N/A
"TriNet Group, Inc. Common Stock",TNET,3/28/2024,4/22/2024,4/01/2024,0.25,1.0,2/15/2024
Great Ajax Corp. 7.25% Convertible Senior Notes due 2024,AJXA,3/28/2024,4/15/2024,4/01/2024,0.453125,1.8125,N/A
Stifel Financial Corporation 5.20% Senior Notes due 2047,SFB,3/28/2024,4/15/2024,4/01/2024,0.325,1.3,N/A
"Assurant, Inc. 5.25% Subordinated Notes due 2061",AIZN,3/28/2024,4/15/2024,4/01/2024,0.328125,1.3125,N/A
"Reinsurance Group of America, Incorporated 7.125% Fixed-Rate Reset Subordinated Debentures due 2052",RZC,3/28/2024,4/15/2024,4/01/2024,0.4453,1.7812,N/A
"Huntington Bancshares Incorporated Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock",HBANL,3/28/2024,4/15/2024,4/01/2024,0.42975,2.464,1/19/2024
