companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
"Dime Community Bancshares, Inc. Common Stock",DCOM,1/16/2024,1/24/2024,1/17/2024,0.25,1.0,12/19/2023
"First Horizon Corporation Depositary Shares, each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock, Series B",FHN^B,1/16/2024,2/01/2024,1/17/2024,0.828125,1.6562,10/24/2023
"First Horizon Corporation Depositary Shares, each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock, Series C",FHN^C,1/16/2024,2/01/2024,1/17/2024,0.4125,1.65,10/24/2023
"Global Water Resources, Inc. Common Stock",GWRS,1/16/2024,1/31/2024,1/17/2024,0.02508,0.30096,12/28/2023
McGrath RentCorp Common Stock,MGRC,1/16/2024,1/31/2024,1/17/2024,0.465,1.86,12/07/2023
Oxford Lane Capital Corp. 6.25% Series 2027 Term Preferred Shares,OXLCP,1/16/2024,1/31/2024,1/17/2024,0.13020833,1.5625,10/26/2023
Oxford Lane Capital Corp. 6.75% Series 2024 Term Preferred Stock,OXLCM,1/16/2024,1/31/2024,1/17/2024,0.140625,1.6875,10/26/2023
Oxford Lane Capital Corp. 7.125% Series 2029 Term Preferred Stock,OXLCN,1/16/2024,1/31/2024,1/17/2024,0.1484375,1.78125,10/26/2023
Oxford Lane Capital Corp. Common Stock,OXLC,1/16/2024,1/31/2024,1/17/2024,0.08,0.96,10/26/2023
"Oxford Lane Capital Corp. Preferred Stock Shares, 6.00% Series 2029",OXLCO,1/16/2024,1/31/2024,1/17/2024,0.125,1.5,10/26/2023
Oxford Square Capital Corp. Common Stock,OXSQ,1/16/2024,1/31/2024,1/17/2024,0.035,0.42,11/02/2023
RGC Resources Inc. Common Stock,RGCO,1/16/2024,2/01/2024,1/17/2024,0.2,0.79,11/27/2023
Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),VKI,1/16/2024,1/31/2024,1/17/2024,0.0309,0.3708,1/02/2024
"GAMCO Global Gold, Natural Resources & Income Trust",GGN,1/16/2024,1/24/2024,1/17/2024,0.03,0.36,11/16/2023
