companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Gabelli Global Utility Common Shares of Beneficial Ownership,GLU,1/16/2024,1/24/2024,1/17/2024,0.1,1.2,11/16/2023
Invesco Bond Fund Common Stock,VBF,1/16/2024,1/31/2024,1/17/2024,0.065,0.78,1/02/2024
"Watsco, Inc. Class B Common Stock",WSO.B,1/16/2024,1/31/2024,1/17/2024,2.45,9.8,N/A
Quaker Houghton Common Stock,KWR,1/16/2024,1/31/2024,1/17/2024,0.455,1.82,11/15/2023
"Source Capital, Inc. Common Stock",SOR,1/16/2024,1/31/2024,1/17/2024,0.2083,2.4996,12/07/2023
"Mexico Fund, Inc. (The) Common Stock",MXF,1/16/2024,1/25/2024,1/17/2024,0.22,0.88,12/14/2023
"Watsco, Inc. Common Stock",WSO,1/16/2024,1/31/2024,1/17/2024,2.45,9.8,1/02/2024
MFS Municipal Income Trust Common Stock,MFM,1/16/2024,1/31/2024,1/17/2024,0.0185,0.222,1/02/2024
MFS Multimarket Income Trust Common Stock,MMT,1/16/2024,1/31/2024,1/17/2024,0.03361,0.4033,1/02/2024
MFS Municipal Income Trust Common Stock,CMU,1/16/2024,1/31/2024,1/17/2024,0.0115,0.138,1/02/2024
MFS Government Markets Income Trust Common Stock,MGF,1/16/2024,1/31/2024,1/17/2024,0.02039,0.2447,1/02/2024
MFS Intermediate Income Trust Common Stock,MIN,1/16/2024,1/31/2024,1/17/2024,0.02057,0.2468,1/02/2024
MFS Intermediate High Income Fund Common Stock,CIF,1/16/2024,1/31/2024,1/17/2024,0.01475,0.177,1/02/2024
Invesco Municipal Income Opportunities Trust Common Stock,OIA,1/16/2024,1/31/2024,1/17/2024,0.0265,0.318,1/02/2024
MFS High Income Municipal Trust Common Stock,CXE,1/16/2024,1/31/2024,1/17/2024,0.013,0.156,1/02/2024
Invesco High Income Trust II,VLT,1/16/2024,1/31/2024,1/17/2024,0.0964,1.1568,1/02/2024
MFS Investment Grade Municipal Trust Common Stock,CXH,1/16/2024,1/31/2024,1/17/2024,0.0225,0.27,1/02/2024
MFS Charter Income Trust Common Stock,MCR,1/16/2024,1/31/2024,1/17/2024,0.04585,0.5502,1/02/2024
"EOG Resources, Inc. Common Stock",EOG,1/16/2024,1/31/2024,1/17/2024,0.91,3.64,11/02/2023
MFS Special Value Trust Common Stock,MFV,1/16/2024,1/31/2024,1/17/2024,0.03652,0.4382,1/02/2024
Invesco Municipal Trust Common Stock,VKQ,1/16/2024,1/31/2024,1/17/2024,0.0346,0.4152,1/02/2024
Invesco Trust for Investment Grade Municipals Common Stock (DE),VGM,1/16/2024,1/31/2024,1/17/2024,0.0342,0.4104,1/02/2024
Invesco Trust for Investment Grade New York Municipals Common Stock,VTN,1/16/2024,1/31/2024,1/17/2024,0.032,0.384,1/02/2024
Invesco Municipal Opportunity Trust Common Stock,VMO,1/16/2024,1/31/2024,1/17/2024,0.034,0.408,1/02/2024
Invesco Quality Municipal Income Trust Common Stock,IQI,1/16/2024,1/31/2024,1/17/2024,0.0358,0.4296,1/02/2024
Invesco Value Municipal Income Trust Common Stock,IIM,1/16/2024,1/31/2024,1/17/2024,0.0441,0.5292,1/02/2024
Invesco California Value Municipal Income Trust Common Stock,VCV,1/16/2024,1/31/2024,1/17/2024,0.032,0.384,1/02/2024
Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),VPV,1/16/2024,1/31/2024,1/17/2024,0.0278,0.3336,1/02/2024
"Cohen & Steers Total Return Realty Fund, Inc. Common Stock",RFI,1/16/2024,1/31/2024,1/17/2024,0.08,0.96,12/12/2023
Quest Diagnostics Incorporated Common Stock,DGX,1/16/2024,1/31/2024,1/17/2024,0.71,2.84,11/13/2023
Invesco Senior Income Trust Common Stock (DE),VVR,1/16/2024,1/31/2024,1/17/2024,0.043,0.516,1/02/2024
Gabelli Utility Trust (The) Common Stock,GUT,1/16/2024,1/24/2024,1/17/2024,0.05,0.6,11/16/2023
Cohen & Steers Quality Income Realty Fund Inc Common Shares,RQI,1/16/2024,1/31/2024,1/17/2024,0.08,0.96,12/12/2023
"Cohen & Steers REIT and Preferred and Income Fund, Inc. Common Shares",RNP,1/16/2024,1/31/2024,1/17/2024,0.136,1.632,12/12/2023
Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,GDV,1/16/2024,1/24/2024,1/17/2024,0.11,1.32,11/16/2023
"Cohen & Steers Infrastructure Fund, Inc Common Stock",UTF,1/16/2024,1/31/2024,1/17/2024,0.155,1.86,12/12/2023
"Cohen & Steers Closed-End Opportunity Fund, Inc. Common Stock",FOF,1/16/2024,1/31/2024,1/17/2024,0.087,1.044,12/12/2023
Dillard's Capital Trust I,DDT,1/16/2024,2/01/2024,1/17/2024,0.46875,1.875,12/04/2023
NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,SRV,1/16/2024,1/31/2024,1/17/2024,0.45,5.4,12/04/2023
"Cohen & Steers Select Preferred and Income Fund, Inc. Common Stock",PSF,1/16/2024,1/31/2024,1/17/2024,0.126,1.512,12/12/2023
"GAMCO Natural Resources, Gold & Income Trust",GNT,1/16/2024,1/24/2024,1/17/2024,0.03,0.36,11/16/2023
"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",LDP,1/16/2024,1/31/2024,1/17/2024,0.131,1.572,12/12/2023
NXG NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,NXG,1/16/2024,1/31/2024,1/17/2024,0.54,6.48,12/04/2023
AT&T Inc. 5.350% Global Notes due 2066,TBB,1/16/2024,2/01/2024,1/17/2024,0.334375,1.3375,N/A
"Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest, No par value per share",IHTA,1/16/2024,1/31/2024,1/17/2024,0.033,0.396,1/02/2024
Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,FINS,1/16/2024,1/31/2024,1/17/2024,0.109,1.308,1/02/2024
"GFL Environmental Inc. Subordinate voting shares, no par value",GFL,1/16/2024,1/31/2024,1/17/2024,0.013,0.052,1/04/2024
AT&T Inc. 5.625% Global Notes due 2067,TBC,1/16/2024,2/01/2024,1/17/2024,0.35156,1.4062,N/A
Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund Common Shares of Beneficial Interest,PTA,1/16/2024,1/31/2024,1/17/2024,0.134,1.608,12/12/2023
Cohen & Steers Real Estate Opportunities and Income Fund Common Shares of Beneficial Interest,RLTY,1/16/2024,1/31/2024,1/17/2024,0.11,1.32,12/12/2023
Amadeus IT Group S.A. ADR,AMADY,1/16/2024,2/02/2024,1/17/2024,0.342298,0.6846,N/A
Mineros S.A. Ordinary Shares,MNSAF,1/16/2024,1/25/2024,1/17/2024,0.0175,0.0648,3/31/2023
