companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Gladstone Capital Corporation Common Stock,GLAD,3/20/2024,3/29/2024,3/21/2024,0.0825,0.99,1/09/2024
"Gladstone Commercial Corporation 6.00% Series G Cumulative Redeemable Preferred Stock, par value $0.001 per share",GOODO,3/20/2024,3/29/2024,3/21/2024,0.125,1.5,1/09/2024
Gladstone Commercial Corporation 6.625% Series E Cumulative Redeemable Preferred Stock,GOODN,3/20/2024,3/29/2024,3/21/2024,0.138021,1.656252,1/09/2024
Gladstone Commercial Corporation Real Estate Investment Trust,GOOD,3/20/2024,3/29/2024,3/21/2024,0.1,1.2,1/09/2024
Gladstone Investment Corporation Business Development Company,GAIN,3/20/2024,3/29/2024,3/21/2024,0.08,0.96,1/09/2024
Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,LANDM,3/20/2024,3/29/2024,3/21/2024,0.104167,1.250004,1/09/2024
Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,LANDO,3/20/2024,3/29/2024,3/21/2024,0.125,1.5,1/09/2024
Gladstone Land Corporation 6.00% Series C Cumulative Redeemable Preferred Stock,LANDP,3/20/2024,3/29/2024,3/21/2024,0.125,1.5,1/09/2024
Gladstone Land Corporation Common Stock,LAND,3/20/2024,3/29/2024,3/21/2024,0.0465,0.558,1/09/2024
Seagate Technology Holdings PLC Ordinary Shares (Ireland),STX,3/20/2024,4/04/2024,3/21/2024,0.7,2.8,1/24/2024
Flaherty & Crumrine Preferred and Income Fund Incorporated,PFD,3/20/2024,3/28/2024,3/21/2024,0.0555,0.666,1/19/2024
Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated,PFO,3/20/2024,3/28/2024,3/21/2024,0.0456,0.5472,1/19/2024
Litecoin,LTC,3/20/2024,3/29/2024,3/21/2024,0.19,2.28,1/02/2024
Flaherty & Crumrine Total Return Fund Inc Common Stock,FLC,3/20/2024,3/28/2024,3/21/2024,0.0856,1.0272,1/19/2024
Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,FFC,3/20/2024,3/28/2024,3/21/2024,0.0838,1.0056,1/19/2024
Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,DFP,3/20/2024,3/28/2024,3/21/2024,0.1075,1.29,1/19/2024
Restaurant Brands International Inc. Common Shares,QSR,3/20/2024,4/04/2024,3/21/2024,0.58,2.32,2/13/2024
Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest,HIE,3/20/2024,3/28/2024,3/21/2024,0.051,0.612,1/02/2024
Highland Global Allocation Fund Common Stock,HGLB,3/20/2024,3/28/2024,3/21/2024,0.081,0.972,1/02/2024
Restaurant Brands International Limited Partnership Unit,RSTRF,3/20/2024,4/04/2024,3/21/2024,0.58,2.32,2/13/2024
