companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Bank of Marin Bancorp Common Stock,BMRC,2/07/2024,2/15/2024,2/08/2024,0.25,1.0,1/25/2024
Cambridge Bancorp Common Stock,CATC,2/07/2024,2/22/2024,2/08/2024,0.67,2.68,1/29/2024
"Dime Community Bancshares, Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A",DCOMP,2/07/2024,2/15/2024,2/08/2024,0.34375,1.375,1/25/2024
"FS Bancorp, Inc. Common Stock",FSBW,2/07/2024,2/22/2024,2/08/2024,0.26,1.0,1/24/2024
Heritage Commerce Corp Common Stock,HTBK,2/07/2024,2/22/2024,2/08/2024,0.13,0.52,1/25/2024
Heritage Financial Corporation Common Stock,HFWA,2/07/2024,2/22/2024,2/08/2024,0.23,0.88,1/24/2024
"Magyar Bancorp, Inc. Common Stock",MGYR,2/07/2024,2/22/2024,2/08/2024,0.05,0.16,1/25/2024
Main Street Capital Corporation Common Stock,MAIN,2/07/2024,2/15/2024,2/08/2024,0.24,2.82,11/01/2023
OP Bancorp Common Stock,OPBK,2/07/2024,2/22/2024,2/08/2024,0.12,0.48,1/25/2024
Peapack-Gladstone Financial Corporation Common Stock,PGC,2/07/2024,2/23/2024,2/08/2024,0.05,0.2,12/19/2023
"S&T Bancorp, Inc. Common Stock",STBA,2/07/2024,2/22/2024,2/08/2024,0.33,1.32,1/24/2024
Summit State Bank Common Stock,SSBI,2/07/2024,2/15/2024,2/08/2024,0.12,0.48,1/29/2024
Wintrust Financial Corporation Common Stock,WTFC,2/07/2024,2/22/2024,2/08/2024,0.45,1.6,1/25/2024
KB Home Common Stock,KBH,2/07/2024,2/22/2024,2/08/2024,0.2,0.8,1/18/2024
Main Street Capital Corporation Common Stock,MAIN,2/07/2024,2/15/2024,2/08/2024,0.24,2.88,11/01/2023
"Constellation Brands, Inc. Common Stock",STZ,2/07/2024,2/22/2024,2/08/2024,0.89,3.56,1/04/2024
Archer-Daniels-Midland Company Common Stock,ADM,2/07/2024,2/29/2024,2/08/2024,0.5,2.0,1/25/2024
"Federated Hermes, Inc. Common Stock",FHI,2/07/2024,2/15/2024,2/08/2024,0.28,1.12,1/25/2024
ResMed Inc. Common Stock,RMD,2/07/2024,3/14/2024,2/08/2024,0.48,1.92,1/24/2024
Global Partners LP Common Units representing Limited Partner Interests,GLP,2/07/2024,2/14/2024,2/08/2024,0.7,2.8,1/24/2024
"American Water Works Company, Inc. Common Stock",AWK,2/07/2024,3/01/2024,2/08/2024,0.7075,2.83,12/06/2023
"Matson, Inc. Common Stock",MATX,2/07/2024,3/07/2024,2/08/2024,0.32,1.28,1/25/2024
Hess Midstream LP Class A Share,HESM,2/07/2024,2/14/2024,2/08/2024,0.6343,2.5372,1/29/2024
"BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund, Inc. Common Stock",DCF,2/07/2024,2/23/2024,2/08/2024,0.035,0.42,1/25/2024
Northeast Indiana Bancorp Inc.,NIDB,2/07/2024,2/22/2024,2/08/2024,0.17,0.68,1/25/2024
West Coast Community Bancorp Com,SCZC,2/07/2024,2/14/2024,2/08/2024,0.17,0.68,1/18/2024
Grupo Nutresa S.A. ADR,GCHOY,2/07/2024,2/26/2024,2/08/2024,0.021623,0.2595,N/A
Oconee Federal Financial Corp.,OFED,2/07/2024,2/22/2024,2/08/2024,0.1,0.4,1/25/2024
Hoegh LNG Partners LP 8.75% Series A Cumulative Redeemable Preferred Units,HMLPF,2/07/2024,2/15/2024,2/08/2024,0.546875,2.1875,1/11/2024
Golar LNG Partners,GMLPF,2/07/2024,2/15/2024,2/08/2024,0.546875,2.1875,1/24/2024
