companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
"Benchmark Electronics, Inc. Common Stock",BHE,6/28/2024,7/12/2024,6/28/2024,0.165,0.66,6/10/2024
"National Health Investors, Inc. Common Stock",NHI,6/28/2024,8/02/2024,6/28/2024,0.9,3.6,5/06/2024
COPT Defense Properties Common Shares of Beneficial Interest,CDP,6/28/2024,7/17/2024,6/28/2024,0.295,1.18,5/09/2024
"Equity Lifestyle Properties, Inc. Common Stock",ELS,6/28/2024,7/12/2024,6/28/2024,0.4775,1.91,4/30/2024
Humana Inc. Common Stock,HUM,6/28/2024,7/26/2024,6/28/2024,0.885,3.54,4/18/2024
Acadia Realty Trust Common Stock,AKR,6/28/2024,7/15/2024,6/28/2024,0.18,0.72,5/01/2024
"Sun Communities, Inc. Common Stock",SUI,6/28/2024,7/15/2024,6/28/2024,0.94,3.76,6/03/2024
"AvalonBay Communities, Inc. Common Stock",AVB,6/28/2024,7/15/2024,6/28/2024,1.7,6.8,5/16/2024
Agree Realty Corporation Common Stock,ADC,6/28/2024,7/15/2024,6/28/2024,0.25,3.0,6/11/2024
"Essex Property Trust, Inc. Common Stock",ESS,6/28/2024,7/12/2024,6/28/2024,2.45,9.8,5/15/2024
"First Industrial Realty Trust, Inc. Common Stock",FR,6/28/2024,7/15/2024,6/28/2024,0.37,1.48,4/30/2024
Kilroy Realty Corporation Common Stock,KRC,6/28/2024,7/10/2024,6/28/2024,0.54,2.16,5/22/2024
"Alexandria Real Estate Equities, Inc. Common Stock",ARE,6/28/2024,7/15/2024,6/28/2024,1.3,5.2,6/03/2024
Ralph Lauren Corporation Common Stock,RL,6/28/2024,7/12/2024,6/28/2024,0.825,3.3,5/23/2024
"Boston Properties, Inc. Common Stock",BXP,6/28/2024,7/31/2024,6/28/2024,0.98,3.92,6/12/2024
Nordic American Tankers Limited Common Stock,NAT,6/28/2024,7/18/2024,6/28/2024,0.12,0.48,5/29/2024
"Ryman Hospitality Properties, Inc. (REIT)",RHP,6/28/2024,7/15/2024,6/28/2024,1.1,4.4,5/10/2024
Annaly Capital Management Inc. Common Stock,NLY,6/28/2024,7/31/2024,6/28/2024,0.65,2.6,6/05/2024
D/B/A Centerspace Common Stock,CSR,6/28/2024,7/10/2024,6/28/2024,0.75,3.0,6/03/2024
Flowserve Corporation Common Stock,FLS,6/28/2024,7/12/2024,6/28/2024,0.21,0.84,5/20/2024
"MFA Financial, Inc.",MFA,6/28/2024,7/31/2024,6/28/2024,0.35,1.4,6/11/2024
"British American Tobacco  Industries, p.l.c. Common Stock ADR",BTI,6/28/2024,8/07/2024,6/28/2024,0.743059,2.9722,2/08/2024
Blue Owl Capital Corporation Common Stock,OBDC,6/28/2024,7/15/2024,6/28/2024,0.37,1.48,5/08/2024
"Lennox International, Inc. Common Stock",LII,6/28/2024,7/15/2024,6/28/2024,1.15,4.6,5/20/2024
Axis Capital Holdings Limited Common Stock,AXS,6/28/2024,7/18/2024,6/28/2024,0.44,1.76,5/16/2024
"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",SHO,6/28/2024,7/15/2024,6/28/2024,0.09,0.36,5/06/2024
Diamondrock Hospitality Company Common Stock,DRH,6/28/2024,7/12/2024,6/28/2024,0.03,0.12,6/03/2024
"Douglas Emmett, Inc. Common Stock",DEI,6/28/2024,7/16/2024,6/28/2024,0.19,0.76,5/30/2024
Primoris Services Corporation Common Stock,PRIM,6/28/2024,7/15/2024,6/28/2024,0.06,0.24,5/01/2024
"B&G Foods, Inc. Common Stock",BGS,6/28/2024,7/30/2024,6/28/2024,0.19,0.76,5/21/2024
Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),KTN,6/28/2024,7/01/2024,6/28/2024,1.02563,2.0513,N/A
"Stag Industrial, Inc. Common Stock",STAG,6/28/2024,7/15/2024,6/28/2024,0.123333,1.48,4/09/2024
Kennedy-Wilson Holdings Inc. Common Stock,KW,6/28/2024,7/05/2024,6/28/2024,0.12,0.48,5/08/2024
"Apollo Commercial Real Estate Finance, Inc",ARI,6/28/2024,7/15/2024,6/28/2024,0.35,1.4,6/11/2024
Ellington Financial Inc. Common Stock ,EFC,6/28/2024,7/25/2024,6/28/2024,0.13,1.56,6/10/2024
Terreno Realty Corporation Common Stock,TRNO,6/28/2024,7/12/2024,6/28/2024,0.45,1.8,5/08/2024
Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,CLDT,6/28/2024,7/15/2024,6/28/2024,0.07,0.28,6/06/2024
"Americold Realty Trust, Inc. Common Stock",COLD,6/28/2024,7/15/2024,6/28/2024,0.22,0.88,5/21/2024
"Orchid Island Capital, Inc. Common Stock",ORC,6/28/2024,7/30/2024,6/28/2024,0.12,1.44,6/11/2024
Ares Commercial Real Estate Corporation Common Stock,ACRE,6/28/2024,7/16/2024,6/28/2024,0.25,1.0,5/09/2024
Stellus Capital Investment Corporation Common Stock,SCM,6/28/2024,7/15/2024,6/28/2024,0.1333,1.5996,4/03/2024
Ellington Credit Company Common Shares of Beneficial Interest,EARN,6/28/2024,7/25/2024,6/28/2024,0.08,0.96,6/10/2024
"Rexford Industrial Realty, Inc. Common Stock",REXR,6/28/2024,7/15/2024,6/28/2024,0.4175,1.67,4/17/2024
"Independence Realty Trust, Inc. Common Stock",IRT,6/28/2024,7/19/2024,6/28/2024,0.16,0.64,6/10/2024
Braemar Hotels & Resorts Inc. Common Stock,BHR,6/28/2024,7/15/2024,6/28/2024,0.05,0.2,4/10/2024
Tecnoglass Inc. Ordinary Shares,TGLS,6/28/2024,7/31/2024,6/28/2024,0.11,0.44,6/11/2024
InvenTrust Properties Corp. Common Stock,IVT,6/28/2024,7/15/2024,6/30/2024,0.2263,0.9052,5/31/2024
"DigitalBridge Group, Inc.",DBRG,6/28/2024,7/15/2024,6/30/2024,0.01,0.04,4/30/2024
Medtronic plc. Ordinary Shares,MDT,6/28/2024,7/12/2024,6/28/2024,0.7,2.8,5/22/2024
"Xenia Hotels & Resorts, Inc. Common Stock",XHR,6/28/2024,7/15/2024,6/28/2024,0.12,0.48,5/16/2024
"Goldman Sachs BDC, Inc. Common Stock",GSBD,6/28/2024,7/26/2024,6/28/2024,0.45,1.8,5/07/2024
"Equity Bancshares, Inc. Class A Common Stock",EQBK,6/28/2024,7/15/2024,6/28/2024,0.12,0.48,5/22/2024
"Four Corners Property Trust, Inc. Common Stock",FCPT,6/28/2024,7/15/2024,6/28/2024,0.345,1.38,6/11/2024
"Entergy New Orleans, LLC First Mortgage Bonds, 5.50% Series due April 1, 2066",ENO,6/28/2024,7/01/2024,6/28/2024,0.34375,1.375,N/A
"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series Due October 1, 2066",EMP,6/28/2024,7/01/2024,6/28/2024,0.3063,1.2252,N/A
Park Hotels & Resorts Inc. Common Stock ,PK,6/28/2024,7/15/2024,6/28/2024,0.25,1.0,4/19/2024
"REV Group, Inc. Common Stock",REVG,6/28/2024,7/12/2024,6/28/2024,0.05,0.2,6/05/2024
"Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1, 2077",GPJA,6/28/2024,7/01/2024,6/28/2024,0.3125,1.25,N/A
Nutrien Ltd. Common Shares,NTR,6/28/2024,7/19/2024,6/28/2024,0.54,2.16,5/08/2024
"Essential Properties Realty Trust, Inc. Common Stock",EPRT,6/28/2024,7/12/2024,6/28/2024,0.29,1.16,6/03/2024
"Bain Capital Specialty Finance, Inc. Common Stock",BCSF,6/28/2024,7/29/2024,6/28/2024,0.03,1.68,5/06/2024
Peakstone Realty Trust Common Shares,PKST,6/28/2024,7/18/2024,6/28/2024,0.225,0.9,5/07/2024
"Affiliated Managers Group, Inc. 5.875% Junior Subordinated Notes due 2059",MGR,6/28/2024,7/01/2024,6/28/2024,0.3672,1.4688,N/A
"Affiliated Managers Group, Inc. 4.750% Junior Subordinated Notes due 2060",MGRB,6/28/2024,7/01/2024,6/28/2024,0.2969,1.1876,N/A
DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,DTB,6/28/2024,7/15/2024,6/28/2024,0.2734,1.0936,N/A
"Broadstone Net Lease, Inc. Common Stock",BNL,6/28/2024,7/15/2024,6/28/2024,0.29,1.16,5/01/2024
CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,CMSC,6/28/2024,7/15/2024,6/28/2024,0.3672,1.4688,N/A
"Affiliated Managers Group, Inc. 4.200% Junior Subordinated Notes due 2061",MGRD,6/28/2024,7/01/2024,6/28/2024,0.2625,1.05,N/A
CION Investment Corporation Common Stock,CION,6/28/2024,7/12/2024,6/28/2024,0.05,1.44,6/12/2024
Blackstone Secured Lending Fund Common Shares of Beneficial Interest,BXSL,6/28/2024,7/26/2024,6/30/2024,0.77,3.08,5/08/2024
Orion Office REIT Inc. Common Stock,ONL,6/28/2024,7/15/2024,6/28/2024,0.1,0.4,5/07/2024
"Modiv Industrial, Inc. Class C Common Stock",MDV,6/28/2024,7/25/2024,6/28/2024,0.09583,1.15,3/18/2024
ESAB Corporation Common Stock,ESAB,6/28/2024,7/12/2024,6/28/2024,0.08,0.32,5/09/2024
Veralto Corp Common Stock ,VLTO,6/28/2024,7/31/2024,6/28/2024,0.09,0.36,5/22/2024
Palmer Square Capital BDC Inc. Common Stock,PSBD,6/28/2024,7/16/2024,6/28/2024,0.42,0.0,5/07/2024
Morgan Stanley Direct Lending Fund Common Stock,MSDL,6/28/2024,7/25/2024,6/28/2024,0.5,2.0,5/08/2024
Blue Owl Capital Corporation III Common Stock,OBDE,6/28/2024,7/15/2024,6/28/2024,0.35,1.4,5/08/2024
Nuveen Churchill Direct Lending Corp. Common Stock,NCDL,6/28/2024,7/29/2024,6/28/2024,0.45,1.8,5/01/2024
F & M Bancorp.,FMOO,6/28/2024,6/30/2024,6/28/2024,0.35,1.4,6/06/2024
First Citizens National Bank,FSDK,6/28/2024,7/15/2024,6/30/2024,0.6,2.4,5/16/2024
"First Bankers Trustshares, Inc.",FBTT,6/28/2024,7/26/2024,6/28/2024,0.21,0.84,5/14/2024
Publicis Groupe SA ADR,PUBGY,6/28/2024,7/16/2024,6/28/2024,0.8671297,0.8671,N/A
"Lyons Bancorp, Inc.",LYBC,6/28/2024,7/15/2024,6/28/2024,0.4,1.6,4/30/2024
Sailfish Royalty Corp,SROYF,6/28/2024,7/15/2024,6/30/2024,0.0125,0.05,5/31/2024
Vox Royalty,VOXCF,6/28/2024,7/12/2024,6/28/2024,0.012,0.048,5/08/2024
Dundee Precious Metals Inc.,DPMLF,6/28/2024,7/15/2024,6/30/2024,0.04,0.16,5/07/2024
Susquehanna Community Financial Inc,SQCF,6/28/2024,7/19/2024,6/28/2024,0.24,0.96,5/23/2024
Alaska Power & Telephone Co.,APTL,6/28/2024,7/12/2024,6/28/2024,0.3925,1.57,5/21/2024
CITIC Ltd ADR,CTPCY,6/28/2024,8/26/2024,6/28/2024,0.211248,0.4225,N/A
Hocking Valley Bancshares Inc,HCKG,6/28/2024,7/12/2024,6/28/2024,0.15,0.6,5/15/2024
PNM Resources Inc 4.58% PRF PERPETUAL USD 100,PNMXO,6/28/2024,7/15/2024,6/28/2024,1.145,4.58,6/04/2024
"Southern Community Bancshares, Inc.",SCBS,6/28/2024,7/05/2024,6/30/2024,0.0938,0.3752,6/06/2024
Premier Foods ADR,PRRFY,6/28/2024,8/12/2024,6/28/2024,0.0935001,0.1749,N/A
Clicks Group Limited ADR,CLCGY,6/28/2024,7/08/2024,6/28/2024,0.160139,0.3203,N/A
B&M European Value Retail S.A. ADR,BMRRY,6/28/2024,8/16/2024,6/28/2024,0.366747,0.7335,N/A
Endesa S.A. ADR,ELEZY,6/28/2024,7/16/2024,6/28/2024,0.191369,0.3827,N/A
