companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
"Brookfield Property Partners L.P. 5.750% Class A Cumulative Redeemable Perpetual Preferred Units, Series 3",BPYPN,11/30/2023,12/31/2023,12/01/2023,0.359375,1.4375,10/31/2023
"Brookfield Property Partners L.P. 6.25% Class A Cumulative Redeemable Preferred Units, Series 1",BPYPM,11/30/2023,12/31/2023,12/01/2023,0.390625,1.5625,10/31/2023
"Brookfield Property Partners L.P. 6.375% Class A Cumulative Redeemable Perpetual Preferred Units, Series 2",BPYPO,11/30/2023,12/31/2023,12/01/2023,0.3984375,1.59375,10/31/2023
Brookfield Property Partners L.P. 6.50% Class A Cumulative Redeemable Perpetual Preferred Units,BPYPP,11/30/2023,12/31/2023,12/01/2023,0.40625,1.625,10/31/2023
California Resources Corporation Common Stock,CRC,11/30/2023,12/15/2023,12/01/2023,0.31,1.13,11/01/2023
"Chart Industries, Inc. Depositary Shares, each Representing a 1/20th Interest in a Share of 6.75% Series B Mandatory Convertible Preferred Stock",GTLS^B,11/30/2023,12/15/2023,12/01/2023,0.84375,3.375,10/04/2023
"Churchill Downs, Incorporated Common Stock",CHDN,11/30/2023,1/05/2024,12/01/2023,0.382,0.357,11/19/2023
"Clearway Energy, Inc. Class A Common Stock",CWEN.A,11/30/2023,12/15/2023,12/01/2023,0.3964,1.5564,11/01/2023
"Clearway Energy, Inc. Class C Common Stock",CWEN,11/30/2023,12/15/2023,12/01/2023,0.3964,1.5564,11/01/2023
CNB Financial Corporation Common Stock,CCNE,11/30/2023,12/15/2023,12/01/2023,0.175,0.7,11/14/2023
Coca-Cola Company (The) Common Stock,KO,11/30/2023,12/15/2023,12/01/2023,0.46,1.84,10/19/2023
CompX International Inc. Common Stock,CIX,11/30/2023,12/12/2023,12/01/2023,0.25,1.0,11/01/2023
"Comstock Resources, Inc. Common Stock",CRK,11/30/2023,12/15/2023,12/01/2023,0.125,0.5,10/30/2023
"Eastern Bankshares, Inc. Common Stock",EBC,11/30/2023,12/15/2023,12/01/2023,0.11,0.4,10/26/2023
eBay Inc. Common Stock,EBAY,11/30/2023,12/15/2023,12/01/2023,0.25,1.0,11/03/2023
"Expeditors International of Washington, Inc. Common Stock",EXPD,11/30/2023,12/15/2023,12/01/2023,0.69,1.38,11/06/2023
"FG Financial Group, Inc. 8.00% Cumulative Preferred Stock",FGFPP,11/30/2023,12/15/2023,12/01/2023,0.5,2.0,11/09/2023
First Financial Bancorp. Common Stock,FFBC,11/30/2023,12/15/2023,12/01/2023,0.23,0.92,10/24/2023
First Merchants Corporation Common Stock,FRME,11/30/2023,12/15/2023,12/01/2023,0.34,1.36,11/09/2023
FNCB Bancorp Inc. Common Stock,FNCB,11/30/2023,12/15/2023,12/01/2023,0.09,0.36,10/25/2023
FTAI Aviation Ltd. 8.00% Fixed-to-Floating Rate Series B Cumulative Perpetual Redeemable Preferred Shares,FTAIO,11/30/2023,12/15/2023,12/01/2023,0.5,2.0,10/25/2023
FTAI Aviation Ltd. 8.25% Fixed - Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,FTAIN,11/30/2023,12/15/2023,12/01/2023,0.51563,2.06252,10/25/2023
FTAI Aviation Ltd. 8.25% Fixed to Floating Rate Series A Cumulative Perpetual Redeemable Preferred Shares,FTAIP,11/30/2023,12/15/2023,12/01/2023,0.51563,2.06252,10/25/2023
FTAI Aviation Ltd. 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares,FTAIM,11/30/2023,12/15/2023,12/01/2023,0.59375,2.375,10/25/2023
FutureFuel Corp.  Common shares,FF,11/30/2023,12/15/2023,12/01/2023,0.06,0.24,1/04/2023
GCM Grosvenor Inc. Class A Common Stock,GCMG,11/30/2023,12/15/2023,12/01/2023,0.11,0.44,11/07/2023
General Motors Company Common Stock,GM,11/30/2023,12/14/2023,12/01/2023,0.09,0.36,10/23/2023
Hancock Whitney Corporation 6.25% Subordinated Notes due 2060,HWCPZ,11/30/2023,12/15/2023,12/01/2023,0.390625,1.5625,11/19/2023
"Hartford Financial Services Group, Inc. (The) Common Stock",HIG,11/30/2023,1/03/2024,12/01/2023,0.47,1.88,10/26/2023
"HireQuest, Inc. Common Stock (DE)",HQI,11/30/2023,12/15/2023,12/01/2023,0.06,0.24,11/14/2023
"Houlihan Lokey, Inc. Class A Common Stock",HLI,11/30/2023,12/15/2023,12/01/2023,0.55,2.2,10/26/2023
"Interactive Brokers Group, Inc. Class A Common Stock",IBKR,11/30/2023,12/14/2023,12/01/2023,0.1,0.4,10/17/2023
"Interface, Inc. Common Stock",TILE,11/30/2023,12/15/2023,12/01/2023,0.01,0.04,11/14/2023
"Interpublic Group of Companies, Inc. (The) Common Stock",IPG,11/30/2023,12/15/2023,12/01/2023,0.31,1.24,10/30/2023
Investors Title Company Common Stock,ITIC,11/30/2023,12/15/2023,12/01/2023,4.46,1.84,11/06/2023
ITT Inc. Common Stock ,ITT,11/30/2023,12/29/2023,12/01/2023,0.29,1.16,10/31/2023
"Jack Henry & Associates, Inc. Common Stock",JKHY,11/30/2023,12/22/2023,12/01/2023,0.52,2.08,11/14/2023
Kellanova Common Stock,K,11/30/2023,12/15/2023,12/01/2023,0.56,2.24,10/27/2023
Kronos Worldwide Inc Common Stock,KRO,11/30/2023,12/14/2023,12/01/2023,0.19,0.76,10/25/2023
Lifevantage Corporation Common Stock (Delaware),LFVN,11/30/2023,12/15/2023,12/01/2023,0.035,0.14,11/06/2023
Lockheed Martin Corporation Common Stock,LMT,11/30/2023,12/29/2023,12/01/2023,3.15,12.6,10/06/2023
"M&T Bank Corporation Perpetual Fixed-to-Floating Rate Non-Cumulative Preferred Stock, Series H",MTB^H,11/30/2023,12/15/2023,12/01/2023,0.3515625,1.4062,10/17/2023
McKesson Corporation Common Stock,MCK,11/30/2023,1/02/2024,12/01/2023,0.62,2.48,10/26/2023
Mercantile Bank Corporation Common Stock,MBWM,11/30/2023,12/13/2023,12/01/2023,0.34,1.36,10/12/2023
"MGE Energy, Inc",MGEE,11/30/2023,12/15/2023,12/01/2023,0.4275,1.71,10/20/2023
Middlefield Banc Corp. Common Stock,MBCN,11/30/2023,12/15/2023,12/01/2023,0.25,0.8,11/13/2023
MidWestOne Financial Gp Common Stock,MOFG,11/30/2023,12/15/2023,12/01/2023,0.2425,0.97,10/24/2023
"MillerKnoll, Inc. Common Stock",MLKN,11/30/2023,1/15/2024,12/02/2023,0.1875,0.75,10/17/2023
"Monarch Casino & Resort, Inc. Common Stock",MCRI,11/30/2023,12/15/2023,12/01/2023,0.3,1.2,2/06/2023
"NAPCO Security Technologies, Inc. Common Stock",NSSC,11/30/2023,12/22/2023,12/01/2023,0.08,0.32,11/02/2023
NBT Bancorp Inc. Common Stock,NBTB,11/30/2023,12/15/2023,12/01/2023,0.32,1.28,10/23/2023
NetSTREIT Corp. Common Stock,NTST,11/30/2023,12/15/2023,12/01/2023,0.205,0.82,10/25/2023
"NL Industries, Inc. Common Stock",NL,11/30/2023,12/19/2023,12/01/2023,0.07,0.28,10/26/2023
Nustar Energy L.P. 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,NS^B,11/30/2023,12/15/2023,12/01/2023,0.70717,2.8287,10/25/2023
Nustar Energy L.P. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,NS^A,11/30/2023,12/15/2023,12/01/2023,0.77736,3.1094,10/25/2023
Nustar Energy L.P. 9.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,NS^C,11/30/2023,12/15/2023,12/01/2023,0.78448,3.1379,10/25/2023
"Oaktree Capital Group, LLC 6.550% Series B Preferred Units",OAK^B,11/30/2023,12/15/2023,12/01/2023,0.409375,1.6375,10/30/2023
"Oaktree Capital Group, LLC 6.625% Series A Preferred units",OAK^A,11/30/2023,12/15/2023,12/01/2023,0.414063,1.6563,10/30/2023
Old National Bancorp Common Stock,ONB,11/30/2023,12/15/2023,12/01/2023,0.14,0.56,11/15/2023
"Olympic Steel, Inc. Common Stock",ZEUS,11/30/2023,12/15/2023,12/01/2023,0.125,0.5,11/02/2023
Open Text Corporation Common Shares,OTEX,11/30/2023,12/20/2023,12/01/2023,0.25,1.0,11/01/2023
Pangaea Logistics Solutions Ltd. Common Shares,PANL,11/30/2023,12/15/2023,12/01/2023,0.1,0.4,11/08/2023
"Patterson-UTI Energy, Inc. Common Stock",PTEN,11/30/2023,12/15/2023,12/01/2023,0.08,0.32,11/07/2023
Perdoceo Education Corporation Common Stock,PRDO,11/30/2023,12/15/2023,12/01/2023,0.11,0.44,11/02/2023
Polaris Inc. Common Stock,PII,11/30/2023,12/15/2023,12/01/2023,0.65,2.6,10/26/2023
"Premier, Inc. Class A Common Stock",PINC,11/30/2023,12/15/2023,12/01/2023,0.21,0.84,10/26/2023
Principal Financial Group Inc Common Stock,PFG,11/30/2023,12/20/2023,12/01/2023,0.67,2.6,10/25/2023
Progress Software Corporation Common Stock (DE),PRGS,11/30/2023,12/15/2023,12/01/2023,0.175,0.7,9/20/2023
"Ramaco Resources, Inc. Class A Common Stock",METC,11/30/2023,12/15/2023,12/01/2023,0.125,0.5,11/19/2023
"Ramaco Resources, Inc. Class B Common Stock",METCB,11/30/2023,12/15/2023,12/01/2023,0.2487,0.6616,11/19/2023
Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series B,RF^B,11/30/2023,12/15/2023,12/01/2023,0.398438,1.5938,10/18/2023
"Regions Financial Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of 4.45% Non-Cumulative Perpetual Preferred Stock, Series E",RF^E,11/30/2023,12/15/2023,12/01/2023,0.278125,1.1125,10/18/2023
"Rocky Brands, Inc. Common Stock",RCKY,11/30/2023,12/15/2023,12/01/2023,0.155,0.62,11/15/2023
"Safety Insurance Group, Inc. Common Stock",SAFT,11/30/2023,12/15/2023,12/01/2023,0.9,3.6,11/01/2023
Sealed Air Corporation Common Stock,SEE,11/30/2023,12/15/2023,12/01/2023,0.2,0.8,10/20/2023
Silgan Holdings Inc. Common Stock,SLGN,11/30/2023,12/15/2023,12/01/2023,0.18,0.72,10/31/2023
"Sinclair, Inc. Class A Common Stock",SBGI,11/30/2023,12/15/2023,12/01/2023,0.25,1.0,11/01/2023
"Solaris Oilfield Infrastructure, Inc. Class A Common Stock",SOI,11/30/2023,12/11/2023,12/01/2023,0.12,39.5482,10/26/2023
"Stanley Black & Decker, Inc. Common Stock",SWK,11/30/2023,12/19/2023,12/01/2023,0.81,3.24,10/24/2023
"T-Mobile US, Inc. Common Stock",TMUS,11/30/2023,12/15/2023,12/01/2023,0.65,0.0,9/25/2023
"Texas Capital Bancshares, Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B",TCBIO,11/30/2023,12/15/2023,12/01/2023,0.359375,1.4375,10/24/2023
Texas Pacific Land Corporation Common Stock,TPL,11/30/2023,12/15/2023,12/01/2023,3.25,13.0,10/31/2023
The Kraft Heinz Company Common Stock,KHC,11/30/2023,12/29/2023,12/01/2023,0.4,1.6,11/01/2023
Tradeweb Markets Inc. Class A Common Stock,TW,11/30/2023,12/15/2023,12/01/2023,0.09,0.36,10/26/2023
Trustmark Corporation Common Stock,TRMK,11/30/2023,12/15/2023,12/01/2023,0.23,0.92,10/24/2023
"Tyson Foods, Inc. Common Stock",TSN,11/30/2023,12/15/2023,12/01/2023,0.48,1.92,8/10/2023
"UFP Industries, Inc. Common Stock",UFPI,11/30/2023,12/15/2023,12/01/2023,0.3,1.2,10/24/2023
"Virtu Financial, Inc. Class A Common Stock",VIRT,11/30/2023,12/15/2023,12/01/2023,0.24,0.96,11/19/2023
"Watts Water Technologies, Inc. Class A Common Stock",WTS,11/30/2023,12/15/2023,12/01/2023,0.36,1.44,10/30/2023
"Webster Financial Corporation Depositary Shares, Each Representing 1/1,000th Interest in a Share of 5.25% Series F Non-Cumulative Perpetual Preferred Stock",WBS^F,11/30/2023,12/15/2023,12/01/2023,0.328125,1.3125,10/24/2023
Wendy's Company (The) Common Stock,WEN,11/30/2023,12/15/2023,12/01/2023,0.25,1.0,11/02/2023
Westwood Holdings Group Inc Common Stock,WHG,11/30/2023,1/03/2024,12/01/2023,0.15,0.6,10/31/2023
Zions Bancorporation 6.95% Fixed-to-Floating Rate Subordinated Notes,ZIONL,11/30/2023,12/15/2023,12/01/2023,0.434375,1.7375,10/27/2023
"Zions Bancorporation, N.A. Dep Shs Repstg 1/40th Perp Pfd Ser G",ZIONO,11/30/2023,12/15/2023,12/01/2023,0.619407,2.5024,10/27/2023
"Zions Bancorporation, N.A. Depositary Shares (Each representing 1/40th Interest in a Share of Series A Floating-Rate Non-Cumulative Perpetual Preferred Stock)",ZIONP,11/30/2023,12/15/2023,12/01/2023,0.384324,1.551732,10/27/2023
"Adams Resources & Energy, Inc. Common Stock",AE,11/30/2023,12/15/2023,12/01/2023,0.24,0.96,11/08/2023
CompX International Inc. Common Stock,CIX,11/30/2023,12/12/2023,12/01/2023,0.25,1.0,11/01/2023
FutureFuel Corp.  Common shares,FF,11/30/2023,12/15/2023,12/01/2023,0.06,0.24,1/04/2023
Agnico Eagle Mines Limited Common Stock,AEM,11/30/2023,12/15/2023,12/01/2023,0.4,1.6,10/25/2023
Molson Coors Beverage Company Class B Common Stock,TAP,11/30/2023,12/15/2023,12/01/2023,0.41,1.64,11/09/2023
Molson Coors Beverage Company Class A Common Stock,TAP.A,11/30/2023,12/15/2023,12/01/2023,0.41,1.64,11/09/2023
Baxter International Inc. Common Stock,BAX,11/30/2023,1/02/2024,12/01/2023,0.29,1.16,11/14/2023
Coca-Cola Company (The) Common Stock,KO,11/30/2023,12/15/2023,12/01/2023,0.46,1.84,10/19/2023
Genuine Parts Company Common Stock,GPC,11/30/2023,1/02/2024,12/01/2023,0.95,3.8,11/14/2023
"Interpublic Group of Companies, Inc. (The) Common Stock",IPG,11/30/2023,12/15/2023,12/01/2023,0.31,1.24,10/30/2023
"Valhi, Inc. Common Stock",VHI,11/30/2023,12/21/2023,12/01/2023,0.08,0.32,11/02/2023
"Stanley Black & Decker, Inc. Common Stock",SWK,11/30/2023,12/19/2023,12/01/2023,0.81,3.24,10/24/2023
"Dominion Energy, Inc. Common Stock",D,11/30/2023,12/20/2023,12/01/2023,0.6675,2.67,11/02/2023
Weyerhaeuser Company Common Stock,WY,11/30/2023,12/15/2023,12/01/2023,0.19,0.76,11/09/2023
Brown Forman Inc Class A Common Stock,BF.A,11/30/2023,1/02/2024,12/01/2023,0.2178,0.8712,11/16/2023
Brown Forman Inc Class B Common Stock,BF.B,11/30/2023,1/02/2024,12/01/2023,0.2178,0.8712,11/16/2023
Ball Corporation Common Stock,BALL,11/30/2023,12/15/2023,12/01/2023,0.2,0.8,10/25/2023
"Tyson Foods, Inc. Common Stock",TSN,11/30/2023,12/15/2023,12/01/2023,0.49,1.96,8/10/2023
M&T Bank Corporation Common Stock,MTB,11/30/2023,12/29/2023,12/01/2023,1.3,5.2,11/14/2023
Bank of America Corporation Common Stock,BAC,11/30/2023,12/29/2023,12/01/2023,0.24,0.96,10/18/2023
Associated Banc-Corp Common Stock,ASB,11/30/2023,12/15/2023,12/01/2023,0.22,0.88,10/24/2023
"Universal Health Services, Inc. Common Stock",UHS,11/30/2023,12/15/2023,12/01/2023,0.2,0.8,11/15/2023
Stifel Financial Corporation Common Stock,SF,11/30/2023,12/15/2023,12/01/2023,0.36,1.44,11/15/2023
Arthur J. Gallagher & Co. Common Stock,AJG,11/30/2023,12/15/2023,12/01/2023,0.55,2.2,10/25/2023
LCI Industries,LCII,11/30/2023,12/15/2023,12/01/2023,1.05,4.2,11/16/2023
"Watts Water Technologies, Inc. Class A Common Stock",WTS,11/30/2023,12/15/2023,12/01/2023,0.36,1.44,10/30/2023
Polaris Inc. Common Stock,PII,11/30/2023,12/15/2023,12/01/2023,0.65,2.6,10/26/2023
"Waste Management, Inc. Common Stock",WM,11/30/2023,12/15/2023,12/01/2023,0.7,2.8,11/06/2023
"NL Industries, Inc. Common Stock",NL,11/30/2023,12/19/2023,12/01/2023,0.07,0.28,10/26/2023
ManpowerGroup Common Stock,MAN,11/30/2023,12/15/2023,12/01/2023,1.47,2.94,11/10/2023
BorgWarner Inc. Common Stock,BWA,11/30/2023,12/15/2023,12/01/2023,0.11,0.44,11/08/2023
"Martin Marietta Materials, Inc. Common Stock",MLM,11/30/2023,12/29/2023,12/01/2023,0.74,2.96,11/10/2023
Realty Income Corporation Common Stock,O,11/30/2023,12/15/2023,12/01/2023,0.256,3.072,11/08/2023
McKesson Corporation Common Stock,MCK,11/30/2023,1/02/2024,12/01/2023,0.62,2.48,10/26/2023
Lockheed Martin Corporation Common Stock,LMT,11/30/2023,12/29/2023,12/01/2023,3.15,12.6,10/06/2023
"Hartford Financial Services Group, Inc. (The) Common Stock",HIG,11/30/2023,1/03/2024,12/01/2023,0.47,1.88,10/26/2023
Silgan Holdings Inc. Common Stock,SLGN,11/30/2023,12/15/2023,12/01/2023,0.18,0.72,10/31/2023
Orange,ORAN,11/30/2023,12/21/2023,12/01/2023,0.320481,0.641,11/07/2023
"Group 1 Automotive, Inc. Common Stock",GPI,11/30/2023,12/15/2023,12/01/2023,0.45,1.8,11/15/2023
Sealed Air Corporation Common Stock,SEE,11/30/2023,12/15/2023,12/01/2023,0.2,0.8,10/20/2023
"Flowers Foods, Inc. Common Stock",FLO,11/30/2023,12/15/2023,12/01/2023,0.23,0.92,11/16/2023
Westwood Holdings Group Inc Common Stock,WHG,11/30/2023,1/03/2024,12/01/2023,0.15,0.6,10/31/2023
"Nelnet, Inc. Common Stock",NNI,11/30/2023,12/15/2023,12/01/2023,0.28,1.12,11/07/2023
OUTFRONT Media Inc. Common Stock,OUT,11/30/2023,12/29/2023,12/01/2023,0.3,1.2,11/02/2023
Textainer Group Holdings Limited Common Shares,TGH,11/30/2023,12/15/2023,12/01/2023,0.3,1.2,11/02/2023
"Mueller Industries, Inc. Common Stock",MLI,11/30/2023,12/15/2023,12/01/2023,0.15,0.6,11/03/2023
Kronos Worldwide Inc Common Stock,KRO,11/30/2023,12/14/2023,12/01/2023,0.19,0.76,10/25/2023
General Motors Company Common Stock,GM,11/30/2023,12/14/2023,12/01/2023,0.09,0.36,10/23/2023
"Hyster-Yale Materials Handling, Inc. Class A Common Stock",HY,11/30/2023,12/15/2023,12/01/2023,0.325,1.3,11/14/2023
"Argo Group International Holdings, Ltd. 6.5% Senior Notes Due 2042",ARGD,11/30/2023,12/15/2023,12/01/2023,0.40625,1.625,N/A
"Berry Global Group, Inc. Common Stock",BERY,11/30/2023,12/15/2023,12/01/2023,0.275,1.1,11/16/2023
"Boise Cascade, L.L.C. Common Stock",BCC,11/30/2023,12/15/2023,12/01/2023,5.0,0.8,10/26/2023
"Boise Cascade, L.L.C. Common Stock",BCC,11/30/2023,12/15/2023,12/01/2023,0.2,0.8,10/26/2023
Essent Group Ltd. Common Shares,ESNT,11/30/2023,12/11/2023,12/01/2023,0.25,1.0,11/02/2023
Perrigo Company plc Ordinary Shares,PRGO,11/30/2023,12/19/2023,12/01/2023,0.273,1.092,11/02/2023
Element Solutions Inc. Common Stock,ESI,11/30/2023,12/15/2023,12/01/2023,0.08,0.32,11/16/2023
"Advanced Drainage Systems, Inc. Common Stock",WMS,11/30/2023,12/15/2023,12/01/2023,0.14,0.56,11/02/2023
"Clearway Energy, Inc. Class C Common Stock",CWEN,11/30/2023,12/15/2023,12/01/2023,0.3964,1.5856,11/01/2023
"Clearway Energy, Inc. Class A Common Stock",CWEN.A,11/30/2023,12/15/2023,12/01/2023,0.3964,1.5856,11/01/2023
"Houlihan Lokey, Inc. Class A Common Stock",HLI,11/30/2023,12/15/2023,12/01/2023,0.55,2.2,10/26/2023
"Associated Capital Group, Inc. Common Stock",AC,11/30/2023,12/14/2023,12/01/2023,0.1,0.2,11/08/2023
"Avangrid, Inc. Common Stock",AGR,11/30/2023,1/02/2024,12/01/2023,0.44,1.76,10/18/2023
ITT Inc. Common Stock ,ITT,11/30/2023,12/29/2023,12/01/2023,0.29,1.16,10/31/2023
"Comstock Resources, Inc. Common Stock",CRK,11/30/2023,12/15/2023,12/01/2023,0.125,0.5,10/30/2023
"Alpha Metallurgical Resources, Inc. Common Stock",AMR,11/30/2023,12/15/2023,12/01/2023,0.5,2.0,10/31/2023
Ashland Inc. Common Stock,ASH,11/30/2023,12/15/2023,12/01/2023,0.385,1.54,11/13/2023
Acushnet Holdings Corp. Common Stock,GOLF,11/30/2023,12/15/2023,12/01/2023,0.195,0.78,11/02/2023
"Solaris Oilfield Infrastructure, Inc. Class A Common Stock",SOI,11/30/2023,12/11/2023,12/01/2023,0.12,39.5482,10/26/2023
Hamilton Beach Brands Holding Company Class A Common Stock ,HBB,11/30/2023,12/15/2023,12/01/2023,0.11,0.44,11/09/2023
"Corteva, Inc. Common Stock ",CTVA,11/30/2023,12/15/2023,12/01/2023,0.16,0.64,11/02/2023
NetSTREIT Corp. Common Stock,NTST,11/30/2023,12/15/2023,12/01/2023,0.205,0.82,10/25/2023
California Resources Corporation Common Stock,CRC,11/30/2023,12/15/2023,12/01/2023,0.31,1.24,11/01/2023
"Granite Ridge Resources, Inc. Common Stock",GRNT,11/30/2023,12/15/2023,12/01/2023,0.11,0.44,11/17/2023
Texas Pacific Land Corporation Common Stock,TPL,11/30/2023,12/15/2023,12/01/2023,3.25,13.0,10/31/2023
"RLX Technology Inc. American Depositary Shares, each representing the right to receive one (1) Class A ordinary share",RLX,11/30/2023,12/22/2023,12/01/2023,0.01,0.01,11/13/2023
Bridge Investment Group Holdings Inc. Class A Common Stock,BRDG,11/30/2023,12/15/2023,12/01/2023,0.17,0.68,11/07/2023
CION Investment Corporation Common Stock,CION,11/30/2023,12/15/2023,12/01/2023,0.34,1.36,11/09/2023
PHINIA Inc. Common Stock,PHIN,11/30/2023,12/15/2023,12/01/2023,0.25,1.0,11/15/2023
Kellanova Common Stock,K,11/30/2023,12/15/2023,12/01/2023,0.56,2.24,10/27/2023
WK Kellogg Co Common Stock,KLG,11/30/2023,12/15/2023,12/01/2023,0.16,0.64,11/02/2023
Connecticut Natural Gas Corp 8% PRF PERPETUAL USD 3.125,CTGSP,11/30/2023,12/29/2023,12/01/2023,0.0625,0.25,10/27/2023
AmTrust Financial Services Inc 6.75% PRF PERPETUAL USD 25 - Ser A,AFSIA,11/30/2023,12/15/2023,12/01/2023,0.421875,1.6875,11/06/2023
AmTrust Financial Services Inc 7.25% PRF PERPETUAL USD 25 - Ser B,AFSIB,11/30/2023,12/15/2023,12/01/2023,0.453125,1.8125,11/06/2023
AmTrust Financial Services Inc 7.625% PRF PERPETUAL USD 25 - Ser C,AFSIC,11/30/2023,12/15/2023,12/01/2023,0.476563,1.9062,11/06/2023
AmTrust Financial Services Inc 7.50% PRF PERPETUAL USD 25 - Ser D,AFSIP,11/30/2023,12/15/2023,12/01/2023,0.46875,1.875,11/06/2023
AmTrust Financial Services Inc 7.75% PRF PERPETUAL USD 25 - Ser E,AFSIM,11/30/2023,12/15/2023,12/01/2023,0.484375,1.9375,11/06/2023
AmTrust Financial Services Inc 6.95% PRF PERPETUAL USD 25 - Ser F,AFSIN,11/30/2023,12/15/2023,12/01/2023,0.434375,1.7375,11/06/2023
First National Bank Alaska,FBAK,11/30/2023,12/08/2023,12/01/2023,3.2,12.8,10/26/2023
First National Bank Alaska,FBAK,11/30/2023,12/15/2023,12/01/2023,3.2,12.8,10/26/2023
"Table Trac, Inc.",TBTC,11/30/2023,12/22/2023,12/01/2023,0.01,0.05,11/03/2023
Chesapeake Financial Shares Inc,CPKF,11/30/2023,12/15/2023,12/01/2023,0.155,0.62,10/27/2023
BankFirst Capital Corp,BFCC,11/30/2023,12/08/2023,12/01/2023,0.9,0.9,11/15/2023
Pan African Resources Plc ADR,PAFRY,11/30/2023,12/22/2023,12/01/2023,0.130256,0.2821,N/A
AMB Financial Corp.,AMFC,11/30/2023,12/15/2023,12/01/2023,0.06,0.24,10/18/2023
First Real Estate Investment Trust of New Jersey Inc.,FREVS,11/30/2023,12/15/2023,12/01/2023,0.05,0.2,10/05/2023
Southern Bancshares Inc.,SBNC,11/30/2023,12/15/2023,12/01/2023,6.25,25.0,10/17/2023
Southern Bancshares Inc. PRF PERPETUAL USD - Class B 0%,SBNCM,11/30/2023,12/15/2023,12/01/2023,0.23,0.92,10/17/2023
