companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
New York Times Company (The) Common Stock,NYT,4/01/2024,4/18/2024,4/02/2024,0.13,0.52,2/07/2024
"Republic Services, Inc. Common Stock",RSG,4/01/2024,4/15/2024,4/02/2024,0.535,2.14,2/06/2024
First Trust MLP and Energy Income Fund Common Shares of Beneficial Interest,FEI,4/01/2024,4/15/2024,4/02/2024,0.05,0.6,1/22/2024
Brixmor Property Group Inc. Common Stock,BRX,4/01/2024,4/15/2024,4/02/2024,0.2725,1.09,2/12/2024
First Trust New Opportunities MLP & Energy Fund Common Shares of Beneficial Interest,FPL,4/01/2024,4/15/2024,4/02/2024,0.0375,0.45,1/22/2024
Randstad NV ADR,RANJY,4/01/2024,4/18/2024,4/02/2024,0.989737,1.9795,N/A
Skanska AB ADR,SKBSY,4/01/2024,4/12/2024,4/02/2024,0.5245338,0.5245,N/A
