companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Seanergy Maritime Holdings Corp. Common Stock,SHIP,6/25/2024,7/10/2024,6/25/2024,0.15,0.4,5/14/2024
United Maritime Corporation Common Stock,USEA,6/25/2024,7/10/2024,6/25/2024,0.075,0.3,5/23/2024
"One Liberty Properties, Inc. Common Stock",OLP,6/25/2024,7/09/2024,6/25/2024,0.45,1.8,6/10/2024
STMicroelectronics N.V. Common Stock,STM,6/25/2024,7/02/2024,6/25/2024,0.09,0.36,3/21/2024
"Vail Resorts, Inc. Common Stock",MTN,6/25/2024,7/10/2024,6/25/2024,2.22,8.88,6/06/2024
"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",ASR,6/25/2024,7/08/2024,6/25/2024,5.596973,5.597,6/05/2024
Ecopetrol S.A. American Depositary Shares,EC,6/25/2024,7/03/2024,6/25/2024,0.7998789,3.3942,3/26/2024
Arcos Dorados Holdings Inc. Class A Shares,ARCO,6/25/2024,6/28/2024,6/25/2024,0.06,0.24,3/12/2024
BRT Apartments Corp. (MD) Common Stock,BRT,6/25/2024,7/09/2024,6/25/2024,0.25,1.0,6/11/2024
China Merchants Port Holdings Company Ltd ADR,CMHHY,6/25/2024,8/12/2024,6/25/2024,0.564376,1.1288,N/A
Leonardo S.p.A. ADR,FINMY,6/25/2024,1/01/0001,6/25/2024,0.098078,0.0981,N/A
Heartland Bancorp.,HLAN,6/25/2024,7/10/2024,6/25/2024,0.759,3.036,4/16/2024
