companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
"IF Bancorp, Inc. Common Stock",IROQ,3/21/2024,4/15/2024,3/22/2024,0.2,0.4,2/13/2024
Putnam Premier Income Trust Common Stock,PPT,3/21/2024,4/01/2024,3/22/2024,0.026,0.312,1/29/2024
Putnam Master Intermediate Income Trust Common Stock,PIM,3/21/2024,4/01/2024,3/22/2024,0.022,0.264,1/29/2024
Putnam Managed Municipal Income Trust Common Stock,PMM,3/21/2024,4/01/2024,3/22/2024,0.0238,0.2856,1/29/2024
Putnam Municipal Opportunities Trust Common Stock,PMO,3/21/2024,4/01/2024,3/22/2024,0.035,0.42,1/29/2024
"British American Tobacco  Industries, p.l.c. Common Stock ADR",BTI,3/21/2024,5/07/2024,3/22/2024,0.743059,2.9722,2/08/2024
Bitcoin Cash,BCH,3/21/2024,4/05/2024,3/22/2024,1.6924385,1.6924,2/05/2024
Portland General Electric Co Common Stock,POR,3/21/2024,4/15/2024,3/22/2024,0.475,1.9,2/09/2024
Ecofin Sustainable and Social Impact Term Fund,TEAF,3/21/2024,3/29/2024,3/22/2024,0.09,1.08,2/07/2024
Stora Enso Oyj ADR,SEOAY,3/21/2024,1/01/0001,3/22/2024,0.10871,0.1087,N/A
Carl Zeiss Meditec A G ADR,CZMWY,3/21/2024,4/09/2024,3/22/2024,0.83252,0.8325,N/A
Chemring Group plc ADR,CMGMY,3/21/2024,4/29/2024,3/22/2024,0.050702,0.1014,N/A
