companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,EVT,2/21/2024,2/29/2024,2/22/2024,0.1488,1.7856,2/01/2024
E-mini S&P MidCap 400 Futures ,EMD,2/21/2024,3/01/2024,2/22/2024,0.0845,1.014,11/14/2023
Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,EFR,2/21/2024,2/29/2024,2/22/2024,0.121,1.452,2/01/2024
"Tempur Sealy International, Inc. Common Stock",TPX,2/21/2024,3/07/2024,2/22/2024,0.13,0.52,2/08/2024
Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,ETG,2/21/2024,2/29/2024,2/22/2024,0.1001,1.2012,2/01/2024
LMP Capital and Income Fund Inc. Common Stock,SCD,2/21/2024,3/01/2024,2/22/2024,0.113,1.356,11/14/2023
Tortoise Energy Infrastructure Corporation Common Stock,TYG,2/21/2024,2/29/2024,2/22/2024,0.71,2.84,2/07/2024
Western Asset Inflation-Linked Opportunities & Income Fund,WIW,2/21/2024,2/29/2024,2/22/2024,0.0605,0.726,11/21/2023
Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,ETO,2/21/2024,2/29/2024,2/22/2024,0.1374,1.6488,2/01/2024
Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,EFT,2/21/2024,2/29/2024,2/22/2024,0.118,1.416,2/01/2024
Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,EOI,2/21/2024,2/29/2024,2/22/2024,0.1095,1.314,2/01/2024
EOS,EOS,2/21/2024,2/29/2024,2/22/2024,0.1152,1.3824,2/01/2024
Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,EVG,2/21/2024,2/29/2024,2/22/2024,0.0787,0.9444,2/01/2024
Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,ETB,2/21/2024,2/29/2024,2/22/2024,0.0932,1.1184,2/01/2024
Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,ETW,2/21/2024,2/29/2024,2/22/2024,0.0582,0.6984,2/01/2024
Global Ship Lease Inc New Class A Common Shares,GSL,2/21/2024,3/06/2024,2/22/2024,0.375,1.5,2/12/2024
"Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,",ETY,2/21/2024,2/29/2024,2/22/2024,0.0805,0.966,2/01/2024
abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,AWP,2/21/2024,2/29/2024,2/22/2024,0.04,0.48,2/09/2024
Discover Financial Services Common Stock,DFS,2/21/2024,3/07/2024,2/22/2024,0.7,2.8,1/17/2024
Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,FFC,2/21/2024,2/29/2024,2/22/2024,0.0838,1.0056,1/19/2024
Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,DFP,2/21/2024,2/29/2024,2/22/2024,0.1075,1.29,1/19/2024
ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,EMO,2/21/2024,2/29/2024,2/22/2024,0.67,2.68,1/19/2024
Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,ETJ,2/21/2024,2/29/2024,2/22/2024,0.0579,0.6948,2/01/2024
Blackstone Senior Floating Rate 2027 Term Fund Common Shares of Beneficial Interest,BSL,2/21/2024,2/29/2024,2/22/2024,0.114,1.368,12/11/2023
Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,EOT,2/21/2024,2/29/2024,2/22/2024,0.0625,0.75,2/01/2024
Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock,IGI,2/21/2024,3/01/2024,2/22/2024,0.0695,0.834,11/14/2023
"Tortoise Power and Energy Infrastructure Fund, Inc Common Stock",TPZ,2/21/2024,2/29/2024,2/22/2024,0.105,1.26,2/07/2024
Western Asset Global Corporate Defined Opportunity Fund Inc.,GDO,2/21/2024,3/01/2024,2/22/2024,0.102,1.224,11/14/2023
Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,ETV,2/21/2024,2/29/2024,2/22/2024,0.0949,1.1388,2/01/2024
Western Asset Mortgage Opportunity Fund Inc. Common Stock,DMO,2/21/2024,3/01/2024,2/22/2024,0.12,1.44,11/14/2023
Western Asset High Yield Defined Opportunity Fund Inc. Common Stock,HYI,2/21/2024,3/01/2024,2/22/2024,0.095,1.14,11/14/2023
abrdn Income Credit Strategies Fund Common Shares,ACP,2/21/2024,2/29/2024,2/22/2024,0.1,1.2,2/09/2024
Blackstone Long Short Credit Income Fund Common Shares,BGX,2/21/2024,2/29/2024,2/22/2024,0.103,1.236,12/11/2023
Apollo Senior Floating Rate Fund Inc. Common Stock,AFT,2/21/2024,2/29/2024,2/22/2024,0.137,1.644,2/09/2024
"Tortoise Pipeline & Energy Fund, Inc. Common Stock",TTP,2/21/2024,2/29/2024,2/22/2024,0.59,2.36,2/07/2024
BrandywineGLOBAL Global Income Opportunities Fund Inc.,BWG,2/21/2024,3/01/2024,2/22/2024,0.08,0.96,11/14/2023
Regional Management Corp. Common Stock,RM,2/21/2024,3/14/2024,2/22/2024,0.3,1.2,2/07/2024
ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock,CTR,2/21/2024,2/29/2024,2/22/2024,0.7,2.8,1/19/2024
"Tortoise Energy Independence Fund, Inc. Common Stock",NDP,2/21/2024,2/29/2024,2/22/2024,0.63,2.52,2/07/2024
Blackstone Strategic Credit 2027 Term Fund Common Shares of Beneficial Interest,BGB,2/21/2024,2/29/2024,2/22/2024,0.094,1.128,12/11/2023
Apollo Tactical Income Fund Inc. Common Stock,AIF,2/21/2024,2/29/2024,2/22/2024,0.133,1.596,2/09/2024
Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,ETX,2/21/2024,2/29/2024,2/22/2024,0.0782,0.9384,2/01/2024
abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,AOD,2/21/2024,2/29/2024,2/22/2024,0.0575,0.69,2/09/2024
abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,AGD,2/21/2024,2/29/2024,2/22/2024,0.065,0.78,2/09/2024
Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,EXG,2/21/2024,2/29/2024,2/22/2024,0.0553,0.6636,2/01/2024
"abrdn Japan Equity Fund, Inc. Common Stock",JEQ,2/21/2024,3/28/2024,2/22/2024,0.11,0.44,2/09/2024
abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,THQ,2/21/2024,2/29/2024,2/22/2024,0.18,2.16,2/09/2024
Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest,HIE,2/21/2024,2/29/2024,2/22/2024,0.051,0.612,1/02/2024
abrdn World Healthcare Fund Shares of Beneficial Interest,THW,2/21/2024,2/29/2024,2/22/2024,0.1167,1.4004,2/09/2024
Peabody Energy Corporation Common Stock ,BTU,2/21/2024,3/13/2024,2/22/2024,0.075,0.3,2/08/2024
Kinetik Holdings Inc. Class A Common Stock,KNTK,2/21/2024,3/07/2024,2/22/2024,0.75,3.0,1/24/2024
Highland Opportunities and Income Fund Common Shares of Beneficial Interest,HFRO,2/21/2024,2/29/2024,2/22/2024,0.0385,0.462,2/01/2024
Highland Global Allocation Fund Common Stock,HGLB,2/21/2024,2/29/2024,2/22/2024,0.081,0.972,1/02/2024
Ecofin Sustainable and Social Impact Term Fund,TEAF,2/21/2024,2/29/2024,2/22/2024,0.09,1.08,11/09/2023
abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,ASGI,2/21/2024,2/29/2024,2/22/2024,0.15,1.8,2/09/2024
"Angel Oak Mortgage REIT, Inc. Common Stock",AOMR,2/21/2024,2/29/2024,2/22/2024,0.32,1.28,2/07/2024
Western Asset Diversified Income Fund Common Shares of Beneficial Interest,WDI,2/21/2024,3/01/2024,2/22/2024,0.143,1.716,11/14/2023
FS Credit Opportunities Corp. Common Stock,FSCO,2/21/2024,2/29/2024,2/22/2024,0.057,0.684,2/09/2024
Atlas Energy Solutions Inc. Common Stock,AESI,2/21/2024,2/29/2024,2/22/2024,0.21,0.84,2/08/2024
Astrazeneca plc,AZNCF,2/21/2024,3/25/2024,2/23/2024,1.97,3.94,N/A
International Paper Co. PRF PERPETUAL USD 4,INPAP,2/21/2024,3/15/2024,2/22/2024,1.0,4.0,1/09/2024
ECA Marcellus Trust I Unit,ECTM,2/21/2024,2/29/2024,2/22/2024,0.03,0.12,2/12/2024
Unilever plc,UNLYF,2/21/2024,3/22/2024,2/23/2024,0.4582,1.8328,N/A
AGL Energy Ltd ADR,AGLXY,2/21/2024,3/29/2024,2/22/2024,0.098764,0.1975,N/A
