companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
"Kelly Services, Inc. Class A Common Stock",KELYA,2/26/2024,3/13/2024,2/27/2024,0.075,0.3,2/13/2024
"Kelly Services, Inc. Class B Common Stock",KELYB,2/26/2024,3/13/2024,2/27/2024,0.075,0.3,2/13/2024
"PC Connection, Inc. Common Stock",CNXN,2/26/2024,3/15/2024,2/27/2024,0.1,0.32,2/12/2024
Prospect Capital Corporation Common Stock,PSEC,2/26/2024,3/20/2024,2/27/2024,0.06,0.72,2/08/2024
"Rush Enterprises, Inc. Class B",RUSHB,2/26/2024,3/18/2024,2/27/2024,0.17,0.68,2/13/2024
"Rush Enterprises, Inc. Common Stock Cl A",RUSHA,2/26/2024,3/18/2024,2/27/2024,0.17,0.68,2/13/2024
S&P Global Inc. Common Stock,SPGI,2/26/2024,3/12/2024,2/27/2024,0.91,3.64,1/23/2024
KeyCorp Common Stock,KEY,2/26/2024,3/15/2024,2/27/2024,0.205,0.82,1/10/2024
Laboratory Corporation of America Holdings Common Stock,LH,2/26/2024,3/13/2024,2/27/2024,0.72,2.88,1/12/2024
"Quad Graphics, Inc Class A Common Stock",QUAD,2/26/2024,3/12/2024,2/27/2024,0.05,0.2,2/16/2024
"NextEra Energy, Inc. Common Stock",NEE,2/26/2024,3/15/2024,2/27/2024,0.515,1.87,2/16/2024
"Evertec, Inc. Common Stock",EVTC,2/26/2024,3/15/2024,2/27/2024,0.05,0.2,2/15/2024
"Live Oak Bancshares, Inc. Common Stock",LOB,2/26/2024,3/12/2024,2/27/2024,0.03,0.12,2/13/2024
Atkore Inc. Common Stock,ATKR,2/26/2024,3/15/2024,2/27/2024,0.32,1.28,1/30/2024
"Kinsale Capital Group, Inc. Common Stock",KNSL,2/26/2024,3/13/2024,2/27/2024,0.15,0.6,2/13/2024
Jeffersonville Bancorp,JFBC,2/26/2024,3/06/2024,2/27/2024,0.15,0.6,2/14/2024
Muncy Columbia Financial Corp.,CCFN,2/26/2024,3/14/2024,2/27/2024,0.44,1.73,2/13/2024
Infineon Technologies AG ADR,IFNNY,2/26/2024,3/06/2024,2/27/2024,0.254668,0.2547,N/A
Autoscope Technologies Corporation,AATC,2/26/2024,3/05/2024,2/27/2024,0.13,0.52,2/15/2024
Wesfarmers Limited ADR,WFAFY,2/26/2024,4/11/2024,2/27/2024,0.2601,0.5202,N/A
Elekta AB ADR,EKTAY,2/26/2024,3/18/2024,2/27/2024,0.114613,0.2292,N/A
PTT Global Chemical Public Company Limited ADR,PCHUY,2/26/2024,5/09/2024,2/27/2024,0.083145,0.1663,N/A
