companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
AMCON Distributing Company Common Stock,DIT,1/05/2024,1/17/2024,1/08/2024,0.28,0.72,12/27/2023
Banco Macro S.A.  ADR (representing Ten Class B Common Shares),BMA,1/05/2024,1/16/2024,1/08/2024,0.595776,2.8203,12/28/2023
Erie Indemnity Company Class A Common Stock,ERIE,1/05/2024,1/23/2024,1/08/2024,1.275,5.1,12/05/2023
FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock,FATBP,1/05/2024,1/22/2024,1/08/2024,0.171875,2.0625,11/28/2023
"First Bancorp, Inc  (ME) Common Stock",FNLC,1/05/2024,1/19/2024,1/08/2024,0.35,1.4,12/21/2023
OGE Energy Corp Common Stock,OGE,1/05/2024,1/26/2024,1/08/2024,0.4182,1.6728,12/06/2023
Owens Corning Inc Common Stock New,OC,1/05/2024,1/19/2024,1/08/2024,0.6,2.4,12/07/2023
Preferred Bank Common Stock,PFBC,1/05/2024,1/22/2024,1/08/2024,0.7,2.8,12/13/2023
"Shoe Carnival, Inc. Common Stock",SCVL,1/05/2024,1/22/2024,1/08/2024,0.12,0.48,12/14/2023
"U.S. Global Investors, Inc. Class A Common Stock",GROW,1/05/2024,1/22/2024,1/08/2024,0.0075,0.09,12/08/2023
Universal Corporation Common Stock,UVV,1/05/2024,2/05/2024,1/08/2024,0.8,3.2,11/02/2023
"Waterstone Financial, Inc. Common Stock (MD)",WSBF,1/05/2024,2/01/2024,1/08/2024,0.15,0.6,12/21/2023
YieldMax AAPL Option Income Strategy ETF,APLY,1/05/2024,1/09/2024,1/08/2024,0.5604,5.2999,12/14/2023
YieldMax AI Option Income Strategy ETF,AIYY,1/05/2024,1/09/2024,1/08/2024,1.3487,16.1844,12/14/2023
Yieldmax AMD Option Income Strategy ETF,AMDY,1/05/2024,1/09/2024,1/08/2024,1.4105,11.1198,12/14/2023
YieldMax AMZN Option Income Strategy ETF,AMZY,1/05/2024,1/09/2024,1/08/2024,0.3682,6.0447,12/14/2023
YieldMax ARKK Option Income Strategy ETF,OARK,1/05/2024,1/09/2024,1/08/2024,0.3188,6.3417,12/14/2023
YieldMax COIN Option Income Strategy ETF,CONY,1/05/2024,1/09/2024,1/08/2024,2.6932,22.3233,12/15/2023
YieldMax DIS Option Income Strategy ETF,DISO,1/05/2024,1/09/2024,1/08/2024,0.5637,5.9196,12/15/2023
YieldMax GOOGL Option Income Strategy ETF,GOOY,1/05/2024,1/09/2024,1/08/2024,0.2298,4.152,12/15/2023
YieldMax JPM Option Income Strategy ETF,JPMO,1/05/2024,1/09/2024,1/08/2024,0.2489,3.6579,12/15/2023
YieldMax META Option Income Strategy ETF,FBY,1/05/2024,1/09/2024,1/08/2024,0.9865,7.542,12/15/2023
YieldMax MRNA Option Income Strategy ETF,MRNY,1/05/2024,1/09/2024,1/08/2024,2.6542,18.4032,12/14/2023
YieldMax MSFT Option Income Strategy ETF,MSFO,1/05/2024,1/09/2024,1/08/2024,0.5106,5.8473,12/14/2023
YieldMax NFLX Option Income Strategy ETF,NFLY,1/05/2024,1/09/2024,1/08/2024,0.7964,7.6296,12/14/2023
YieldMax PYPL Option Income Strategy ETF,PYPY,1/05/2024,1/09/2024,1/08/2024,0.5663,6.5172,12/14/2023
YieldMax SQ Option Income Strategy ETF,SQY,1/05/2024,1/09/2024,1/08/2024,1.6174,22.5822,12/14/2023
YieldMax TSLA Option Income Strategy ETF,TSLY,1/05/2024,1/09/2024,1/08/2024,0.5565,8.9346,12/14/2023
YieldMax XOM Option Income Strategy ETF,XOMO,1/05/2024,1/09/2024,1/08/2024,0.3101,3.6057,12/14/2023
