companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Ardagh Metal Packaging S.A. Ordinary Shares,AMBP,12/05/2023,12/20/2023,12/06/2023,0.1,0.4,10/26/2023
Avery Dennison Corporation Common Stock,AVY,12/05/2023,12/20/2023,12/06/2023,0.81,3.24,10/27/2023
"Avnet, Inc. Common Stock",AVT,12/05/2023,12/20/2023,12/06/2023,0.31,1.24,11/15/2023
"Elevance Health, Inc. Common Stock",ELV,12/05/2023,12/21/2023,12/06/2023,1.48,5.92,10/17/2023
Liberty Energy Inc. Class A common stock,LBRT,12/05/2023,12/20/2023,12/06/2023,0.07,0.28,10/17/2023
"Old Dominion Freight Line, Inc. Common Stock",ODFL,12/05/2023,12/20/2023,12/06/2023,0.4,1.6,10/19/2023
PJT Partners Inc. Class A Common Stock,PJT,12/05/2023,12/20/2023,12/06/2023,0.25,1.0,10/31/2023
Schlumberger N.V. Common Stock,SLB,12/05/2023,1/11/2024,12/06/2023,0.25,1.0,10/20/2023
"Texas Roadhouse, Inc. Common Stock",TXRH,12/05/2023,12/26/2023,12/06/2023,0.55,2.2,11/09/2023
The Cigna Group Common Stock,CI,12/05/2023,12/21/2023,12/06/2023,1.23,4.92,10/25/2023
Avery Dennison Corporation Common Stock,AVY,12/05/2023,12/20/2023,12/06/2023,0.81,3.24,10/27/2023
DBA Sempra Common Stock,SRE,12/05/2023,1/15/2024,12/06/2023,0.595,2.38,11/14/2023
The Cigna Group Common Stock,CI,12/05/2023,12/21/2023,12/06/2023,1.23,4.92,10/25/2023
"Cedar Fair, L.P. Common Stock",FUN,12/05/2023,12/20/2023,12/06/2023,0.3,1.2,11/02/2023
Kohl's Corporation Common Stock,KSS,12/05/2023,12/20/2023,12/06/2023,0.5,2.0,11/08/2023
"Elevance Health, Inc. Common Stock",ELV,12/05/2023,12/21/2023,12/06/2023,1.48,5.92,10/17/2023
"Barings BDC, Inc. Common Stock",BBDC,12/05/2023,12/13/2023,12/06/2023,0.26,1.04,11/09/2023
Lear Corporation Common Stock,LEA,12/05/2023,12/26/2023,12/06/2023,0.77,3.08,11/14/2023
Schlumberger N.V. Common Stock,SLB,12/05/2023,1/11/2024,12/06/2023,0.25,1.0,10/20/2023
Edgewell Personal Care Company Common Stock,EPC,12/05/2023,1/04/2024,12/06/2023,0.15,0.6,11/02/2023
PJT Partners Inc. Class A Common Stock,PJT,12/05/2023,12/20/2023,12/06/2023,0.25,1.0,10/31/2023
Liberty Energy Inc. Class A common stock,LBRT,12/05/2023,12/20/2023,12/06/2023,0.07,0.28,10/17/2023
Ardagh Metal Packaging S.A. Ordinary Shares,AMBP,12/05/2023,12/20/2023,12/06/2023,0.1,0.4,10/26/2023
Farmers & Merchants Bancorp,FMCB,12/05/2023,1/02/2024,12/06/2023,8.8,17.6,11/15/2023
Farmers and Merchants Bancshares Inc (IA),FMBN,12/05/2023,12/22/2023,12/06/2023,0.5,1.0,11/15/2023
Kimberly - Clark de Mexico S.A. ADR,KCDMY,12/05/2023,12/14/2023,12/06/2023,0.099283,0.3971,N/A
Singapore Airlines Limited ADR,SINGY,12/05/2023,1/08/2024,12/06/2023,0.129832,0.6223,N/A
