companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
"Medalist Diversified REIT, Inc. Common Stock",MDRR,7/23/2024,7/26/2024,7/23/2024,0.05,0.08,7/05/2024
"Medalist Diversified REIT, Inc. Series A Cumulative Redeemable Preferred Stock",MDRRP,7/23/2024,7/26/2024,7/23/2024,0.5,2.0,7/05/2024
"Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value",EIM,7/23/2024,7/31/2024,7/23/2024,0.0508,0.6096,7/01/2024
"Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value",ENX,7/23/2024,7/31/2024,7/23/2024,0.0417,0.5004,7/01/2024
"Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value",EVM,7/23/2024,7/31/2024,7/23/2024,0.0417,0.5004,7/01/2024
Litecoin,LTC,7/23/2024,7/31/2024,7/23/2024,0.19,2.28,7/01/2024
"Greenbrier Companies, Inc. (The) Common Stock",GBX,7/23/2024,8/13/2024,7/23/2024,0.3,1.2,7/08/2024
"Argan, Inc. Common Stock",AGX,7/23/2024,7/31/2024,7/23/2024,0.3,1.2,6/20/2024
Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,EVT,7/23/2024,7/31/2024,7/23/2024,0.1646,1.9752,7/01/2024
Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,EFR,7/23/2024,7/31/2024,7/23/2024,0.121,1.452,7/01/2024
Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,ETG,7/23/2024,7/31/2024,7/23/2024,0.1293,1.5516,7/01/2024
Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,ETO,7/23/2024,7/31/2024,7/23/2024,0.1733,2.0796,7/01/2024
Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,EFT,7/23/2024,7/31/2024,7/23/2024,0.118,1.416,7/01/2024
Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,EOI,7/23/2024,7/31/2024,7/23/2024,0.1338,1.6056,7/01/2024
EOS,EOS,7/23/2024,7/31/2024,7/23/2024,0.1523,1.8276,7/01/2024
Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,EVG,7/23/2024,7/31/2024,7/23/2024,0.0788,0.9456,7/01/2024
Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,ETB,7/23/2024,7/31/2024,7/23/2024,0.1058,1.2696,7/01/2024
Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,ETW,7/23/2024,7/31/2024,7/23/2024,0.0664,0.7968,7/01/2024
Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,BGH,7/23/2024,8/01/2024,7/23/2024,0.1056,1.2672,5/14/2024
"Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,",ETY,7/23/2024,7/31/2024,7/23/2024,0.0992,1.1904,7/01/2024
Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,ETJ,7/23/2024,7/31/2024,7/23/2024,0.0651,0.7812,7/01/2024
Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,EOT,7/23/2024,7/31/2024,7/23/2024,0.0683,0.8196,7/01/2024
Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,ETV,7/23/2024,7/31/2024,7/23/2024,0.0993,1.1916,7/01/2024
Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,ETX,7/23/2024,7/31/2024,7/23/2024,0.0782,0.9384,7/01/2024
Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,EXG,7/23/2024,7/31/2024,7/23/2024,0.0657,0.7884,7/01/2024
Dell Technologies Inc. Class C Common Stock ,DELL,7/23/2024,8/02/2024,7/23/2024,0.445,1.78,6/11/2024
Enel Spa ADR,ENLAY,7/23/2024,8/14/2024,7/23/2024,0.1247785,0.2496,N/A
Ellaktor S.A ADR,ELLKY,7/23/2024,8/12/2024,7/23/2024,0.4877,0.4877,N/A
Iren Spa ADR,IRDEY,7/23/2024,1/01/0001,7/23/2024,0.894702,0.8947,N/A
Remy Cointreau SA ADR,REMYY,7/23/2024,10/16/2024,7/23/2024,0.21492,0.2149,N/A
